pair_id,survey,survey_q_id,survey_text,acs_q_id,acs_text,final_L1,final_barrier_code,subtopic,confidence
CPS_0143,CPS,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
CPS_0151,CPS,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
CPS_0159,CPS,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
CPS_0167,CPS,CPS_268,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNH1C/ERNH1O)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.1,"Hours/Week, Weeks/Year",HIGH
CPS_0175,CPS,CPS_271,How many hours (do/does) (name/you) usually work per week at the rate of (entry in ERNOHC/ERNOTO)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
CPS_0216,CPS,CPS_36,(Are / Is) (name/you) (now/still) in the Armed Forces?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",TC,TC.2,Veterans,LOW
CPS_0273,CPS,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.3,Employment Status,HIGH
CPS_0300,CPS,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_109,"LAST WEEK, was this person on layoff from a job?",TC,TC.3,Employment Status,HIGH
CPS_0403,CPS,CPS_170,Did (you/he/she) actually WORK at a job or business during the last 12 months?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,HIGH
CPS_0404,CPS,CPS_170,Did (you/he/she) actually WORK at a job or business during the last 12 months?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,HIGH
CPS_0408,CPS,CPS_171,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,HIGH
CPS_0409,CPS,CPS_171,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,HIGH
CPS_0413,CPS,CPS_172,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,HIGH
CPS_0414,CPS,CPS_172,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,HIGH
CPS_0418,CPS,CPS_177,(Have / Has) (name/you) worked at a job or business at any time during the past 12 months?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,MODERATE
CPS_0419,CPS,CPS_177,(Have / Has) (name/you) worked at a job or business at any time during the past 12 months?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,MODERATE
CPS_0423,CPS,CPS_178,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,HIGH
CPS_0424,CPS,CPS_178,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,HIGH
CPS_0427,CPS,CPS_178,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_114,"When did this person last work, even for a few days?",TC,TC.2,Employment Status,HIGH
CPS_0428,CPS,CPS_179,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.1,Employment Status,HIGH
CPS_0429,CPS,CPS_179,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.1,Employment Status,HIGH
CPS_0432,CPS,CPS_179,Did (you/he/she) do any of this work during the last 4 weeks?,ACS_114,"When did this person last work, even for a few days?",TC,TC.2,Employment Status,HIGH
CPS_0443,CPS,CPS_193,(Were/Was) (name/you) working for pay?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.2,Employment Status,HIGH
CPS_0444,CPS,CPS_193,(Were/Was) (name/you) working for pay?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0448,CPS,CPS_194,(Were/Was) (name/you) working for pay?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.2,Employment Status,HIGH
CPS_0449,CPS,CPS_194,(Were/Was) (name/you) working for pay?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0453,CPS,CPS_214,(Were/Was) (name/you) working for pay?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.2,Employment Status,HIGH
CPS_0454,CPS,CPS_214,(Were/Was) (name/you) working for pay?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0458,CPS,CPS_215,(Were/Was) (name/you) working for pay?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.2,Employment Status,HIGH
CPS_0459,CPS,CPS_215,(Were/Was) (name/you) working for pay?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0463,CPS,CPS_236,(Was/Were) (name/you) working for pay?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",TC,TC.2,Employment Status,HIGH
CPS_0464,CPS,CPS_236,(Was/Were) (name/you) working for pay?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0474,CPS,CPS_287,When did (name/you) last work at a job or business?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",TC,TC.2,Employment Status,HIGH
CPS_0900,CPS,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_13,"Are you enrolled in a high school, college, or university?",TC,TC.2,School Enrollment,HIGH
CPS_0903,CPS,CPS_290,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (you/he/she) enrolled in a high school, college, or university?",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",TC,TC.1,School Enrollment,HIGH
CPS_0941,CPS,CPS_260,"What is your best estimate of how much (you/he/she) usually (earn/earns) WEEKLY, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",TC,TC.1,Earnings,HIGH
CPS_0948,CPS,CPS_261,"Do not ask: Usual (weekly/hourly/monthly/annual) earnings in overtime pay, tips or commissions recorded as: (ERNOTO) Is this entry correct?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",TC,TC.1,Earnings,HIGH
CPS_0971,CPS,CPS_269,"How much (do/does) (name/you) usually earn (weekly/monthly/annually) just in overtime pay, tips or commissions?",ACS_8,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",TC,TC.1,Earnings,HIGH
CPS_0978,CPS,CPS_270,"How much (do/does) (name/you) usually earn hourly just in overtime pay, tips or commissions?",ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",TC,TC.1,Earnings,HIGH
FOODAPS_0019,FOODAPS,FOODAPS_201,Do you commute to work at least once a week?  ,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,CC,CC.2,Commute/Commuting,HIGH
FOODAPS_0069,FOODAPS,FOODAPS_185,Did you retire before last week?,ACS_114,"When did this person last work, even for a few days?",CC,CC.1,Employment Status,HIGH
FOODAPS_0070,FOODAPS,FOODAPS_186,Did you retire before last week?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",CC,CC.1,Employment Status,MODERATE
FOODAPS_0074,FOODAPS,FOODAPS_186,Did you retire before last week?,ACS_114,"When did this person last work, even for a few days?",CC,CC.2,Employment Status,HIGH
FOODAPS_0077,FOODAPS,FOODAPS_191,What is the main reason you did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",CC,CC.2,Employment Status,HIGH
FOODAPS_0078,FOODAPS,FOODAPS_191,What is the main reason you did not work last week?,ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",CC,CC.2,Employment Status,HIGH
FOODAPS_0082,FOODAPS,FOODAPS_192,What is the main reason you did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",CC,CC.4,Employment Status,HIGH
FOODAPS_0090,FOODAPS,FOODAPS_195,Did you work for pay or profit for more than one employer last week?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",CC,CC.4,Employment Status,HIGH
FOODAPS_0098,FOODAPS,FOODAPS_271,"Last week, did NAME do any work for either pay or profit? ",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",CC,CC.2,Employment Status,HIGH
FOODAPS_0104,FOODAPS,FOODAPS_272,Did NAME retire before last week?,ACS_114,"When did this person last work, even for a few days?",CC,CC.1,Employment Status,HIGH
FOODAPS_0112,FOODAPS,FOODAPS_275,What is the main reason NAME did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",CC,CC.2,Employment Status,MODERATE
FOODAPS_0131,FOODAPS,FOODAPS_167,Were you on active duty ONLY FOR TRAINING in the Reserves or National Guard?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",CC,CC.3,Veterans,HIGH
FOODAPS_0164,FOODAPS,FOODAPS_56,What is NAME’s relationship to you?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,CC,CC.2,Relationship,HIGH
FOODAPS_0170,FOODAPS,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,CC,CC.1,Race,HIGH
FOODAPS_0171,FOODAPS,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,CC,CC.1,Race,HIGH
FOODAPS_0172,FOODAPS,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,CC,CC.1,Race,HIGH
FOODAPS_0173,FOODAPS,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,CC,CC.1,Race,HIGH
FOODAPS_0174,FOODAPS,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,CC,CC.1,Race,HIGH
FOODAPS_0175,FOODAPS,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,CC,CC.1,Race,HIGH
FOODAPS_0177,FOODAPS,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,CC,CC.4,Health Insurance,HIGH
FOODAPS_0191,FOODAPS,FOODAPS_194,"Are you currently looking for a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",CC,CC.2,Labor Force,MODERATE
FOODAPS_0274,FOODAPS,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?",CC,CC.4,"Costs (Mortgage, Taxes, Insurance)",HIGH
FOODAPS_0295,FOODAPS,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,CC,CC.2,"Costs (Mortgage, Taxes, Insurance)",HIGH
FOODAPS_0299,FOODAPS,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?",CC,CC.4,"Costs (Mortgage, Taxes, Insurance)",HIGH
FOODAPS_0318,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_6,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0319,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_7,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0320,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_10,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0321,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_11,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0322,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0327,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_7,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",MODERATE
FOODAPS_0329,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_11,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",MODERATE
FOODAPS_0330,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",LOW
FOODAPS_0350,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_6,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0351,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_7,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0352,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_10,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0353,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_11,How many hours do you usually work per week at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0354,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,CC,CC.4,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0376,FOODAPS,FOODAPS_31,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,MODERATE
FOODAPS_0379,FOODAPS,FOODAPS_31,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",CC,CC.2,School Enrollment,MODERATE
FOODAPS_0381,FOODAPS,FOODAPS_32,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,MODERATE
FOODAPS_0384,FOODAPS,FOODAPS_32,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",CC,CC.2,School Enrollment,MODERATE
FOODAPS_0386,FOODAPS,FOODAPS_33,"This week and next week are you attending classes for: (1)Middle/junior  high school (2) High School (3) Homeschool (4) Other school (college, technical school, etc.) (5) no, not attending classes",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.4,School Enrollment,HIGH
FOODAPS_0401,FOODAPS,FOODAPS_36,What is the level of school that you attend when not on a school break?,ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,HIGH
FOODAPS_0411,FOODAPS,FOODAPS_63,"Last week, was NAME enrolled in school as a full-time or part-time student, or was NAME not enrolled in school?",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,HIGH
FOODAPS_0414,FOODAPS,FOODAPS_63,"Last week, was NAME enrolled in school as a full-time or part-time student, or was NAME not enrolled in school?",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",CC,CC.2,School Enrollment,MODERATE
FOODAPS_0416,FOODAPS,FOODAPS_64,"This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior high school (6) High school (7) Homeschool (7) Other school (college, technical school, etc.) (8) No, not attending classes",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.4,School Enrollment,HIGH
FOODAPS_0420,FOODAPS,FOODAPS_64,"This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior high school (6) High school (7) Homeschool (7) Other school (college, technical school, etc.) (8) No, not attending classes",ACS_74,What grade or level was this person attending?,CC,CC.2,School Enrollment,HIGH
FOODAPS_0426,FOODAPS,FOODAPS_66,"What is the level of school that NAME attended before summer break? (0) Did not attend school  (1) Primary or preschool (2) Kindergarten (3) Elementary/grade school (4) Middle/junior high school (5) High school (6) Other school (college, technical school, etc.)",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,HIGH
FOODAPS_0431,FOODAPS,FOODAPS_67,"What is the level of school that NAME attend/s when not on a school break? (1) Primary or preschool (2) Kindergarten (3) Elementary/grade school (4) Middle/junior high school (5) High school (6) Other school (college, technical school, etc.)",ACS_13,"Are you enrolled in a high school, college, or university?",CC,CC.2,School Enrollment,HIGH
FOODAPS_0470,FOODAPS,FOODAPS_215,What is the easiest way for you to tell us about your earnings from work before taxes and other deductions?,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",CC,CC.4,Earnings,HIGH
FOODAPS_0502,FOODAPS,FOODAPS_220,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,CC,CC.2,Earnings,HIGH
FOODAPS_0503,FOODAPS,FOODAPS_220,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,ACS_5,What is your best estimate of your hourly rate of pay?,CC,CC.2,Earnings,HIGH
FOODAPS_0507,FOODAPS,FOODAPS_221,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",CC,CC.2,Earnings,MODERATE
FOODAPS_0508,FOODAPS,FOODAPS_221,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,CC,CC.2,Earnings,HIGH
FOODAPS_0509,FOODAPS,FOODAPS_221,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,ACS_5,What is your best estimate of your hourly rate of pay?,CC,CC.2,Earnings,HIGH
FOODAPS_0586,FOODAPS,FOODAPS_93,You said there is one [FILL IN STATE SNAP NAME] card in this household. Now we will ask about who in the household is assigned to the EBT card. Select the names of the people below that receive [FILL SNAP] benefits together under that EBT card,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",CC,CC.2,Food Stamps (SNAP),MODERATE
FOODAPS_0590,FOODAPS,FOODAPS_97,How many dollars were put on your EBT card the last time you received [FILL IN STATE SNAP NAME] benefits?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",CC,CC.2,Food Stamps (SNAP),LOW
FOODAPS_0597,FOODAPS,FOODAPS_104,How many dollars were put on the SNAP EBT card at that time?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",CC,CC.2,Food Stamps (SNAP),MODERATE
FOODAPS_0607,FOODAPS,FOODAPS_276,"Is NAME currently looking for a job, either full or part time?",ACS_113,"LAST WEEK, could this person have started a job if offered one, or returned to work if recalled?",CC,CC.2,Unemployment,HIGH
FOODAPS_0608,FOODAPS,FOODAPS_172,"Do you/Does anyone in your household own or lease a vehicle, like a car or truck?",ACS_48,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household?",CC,CC.1,Vehicles,LOW
FOODAPS_0609,FOODAPS,FOODAPS_173,How many vehicles do you/does your household own or lease?,ACS_48,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household?",CC,CC.4,Vehicles,HIGH
FOODAPS_0326,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_6,How many hours do you usually work per week at this rate?,MC,MC.3,"Hours/Week, Weeks/Year",LOW
FOODAPS_0328,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_10,How many hours do you usually work per week at this rate?,MC,MC.3,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0446,FOODAPS,FOODAPS_19,Please verify or enter correct age.,ACS_23,What is Person 1’s age and what is Person 1’s date of birth?,PM,PM.2,Age,LOW
FOODAPS_0165,FOODAPS,FOODAPS_56,What is NAME’s relationship to you?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,RS,RS.3,Relationship,LOW
FOODAPS_0387,FOODAPS,FOODAPS_33,"This week and next week are you attending classes for: (1)Middle/junior  high school (2) High School (3) Homeschool (4) Other school (college, technical school, etc.) (5) no, not attending classes",ACS_14,"Would that be high school, college, or university?",RS,RS.2,School Enrollment,HIGH
FOODAPS_0024,FOODAPS,FOODAPS_202,How long does it usually take you to get from home to work?,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0029,FOODAPS,FOODAPS_203,How long does it usually take you to get from home to work?,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0034,FOODAPS,FOODAPS_204,"For your primary job, how long does it usually take you to get from home to work?",ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0039,FOODAPS,FOODAPS_205,"For your primary job, how long does it usually take you to get from home to work?",ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0049,FOODAPS,FOODAPS_282,How long does it usually take NAME to get from home to work?,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0054,FOODAPS,FOODAPS_283,"For your primary job, how long does it usually take NAME to get from home to work?",ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,TC,TC.2,Commute/Commuting,HIGH
FOODAPS_0064,FOODAPS,FOODAPS_184,"Last week, did you do any work for either pay or profit? ",ACS_114,"When did this person last work, even for a few days?",TC,TC.2,Employment Status,HIGH
FOODAPS_0325,FOODAPS,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0333,FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.1,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0357,FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",TC,TC.2,"Hours/Week, Weeks/Year",HIGH
FOODAPS_0378,FOODAPS,FOODAPS_31,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_15,Are you enrolled in school as a full-time or part-time student?,TC,TC.2,School Enrollment,HIGH
FOODAPS_0383,FOODAPS,FOODAPS_32,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",ACS_15,Are you enrolled in school as a full-time or part-time student?,TC,TC.2,School Enrollment,HIGH
FOODAPS_0389,FOODAPS,FOODAPS_33,"This week and next week are you attending classes for: (1)Middle/junior  high school (2) High School (3) Homeschool (4) Other school (college, technical school, etc.) (5) no, not attending classes",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",TC,TC.1,School Enrollment,HIGH
FOODAPS_0397,FOODAPS,FOODAPS_35,What is the level of school that you attended before summer break?,ACS_14,"Would that be high school, college, or university?",TC,TC.2,School Enrollment,HIGH
FOODAPS_0400,FOODAPS,FOODAPS_35,What is the level of school that you attended before summer break?,ACS_74,What grade or level was this person attending?,TC,TC.2,School Enrollment,HIGH
FOODAPS_0402,FOODAPS,FOODAPS_36,What is the level of school that you attend when not on a school break?,ACS_14,"Would that be high school, college, or university?",TC,TC.2,School Enrollment,HIGH
FOODAPS_0413,FOODAPS,FOODAPS_63,"Last week, was NAME enrolled in school as a full-time or part-time student, or was NAME not enrolled in school?",ACS_15,Are you enrolled in school as a full-time or part-time student?,TC,TC.2,School Enrollment,MODERATE
FOODAPS_0419,FOODAPS,FOODAPS_64,"This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior high school (6) High school (7) Homeschool (7) Other school (college, technical school, etc.) (8) No, not attending classes",ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",TC,TC.1,School Enrollment,HIGH
FOODAPS_0430,FOODAPS,FOODAPS_66,"What is the level of school that NAME attended before summer break? (0) Did not attend school  (1) Primary or preschool (2) Kindergarten (3) Elementary/grade school (4) Middle/junior high school (5) High school (6) Other school (college, technical school, etc.)",ACS_74,What grade or level was this person attending?,TC,TC.2,School Enrollment,HIGH
FOODAPS_0583,FOODAPS,FOODAPS_90,Have you received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also known as [FILL IN STATE SNAP NAME] or food stamps and it puts money on an EBT card that you can use to buy food.,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",TC,TC.1,Food Stamps (SNAP),HIGH
