pair_id,survey,final_L1,final_barrier_code,final_feasibility,confidence,L1_agree_oa_an,feas_agree_oa_an,has_google,final_barrier_code_oa,final_feasibility_oa,L1_oa,final_barrier_code_an,final_feasibility_an,L1_an,final_barrier_code_go,final_feasibility_go,L1_go
CPS_0241,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0242,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0243,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0244,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0245,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0246,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0247,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0249,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0248,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0250,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0251,CPS,CC,CC.1,F3,MODERATE,False,True,True,MC.2,F3,MC,CC.1,F3,CC,CC.1,F3,CC
CPS_0252,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0253,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0254,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0255,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0256,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0257,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0258,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0259,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0260,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0261,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0262,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0264,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0263,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0266,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0265,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0267,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0269,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0270,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0268,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0271,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0272,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0273,CPS,TC,TC.3,F2,HIGH,True,True,True,TC.3,F2,TC,TC.3,F2,TC,TC.3,F2,TC
CPS_0275,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0274,CPS,TC,TC.3,F1,MODERATE,True,False,True,TC.3,F1,TC,TC.3,F2,TC,TC.3,F1,TC
CPS_0276,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0277,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.2,F3,TC,TC.2,F3,TC
CPS_0278,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F2,CC
CPS_0280,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0279,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F2,CC
CPS_0281,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0283,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0282,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0284,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0285,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0286,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0287,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0288,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0289,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0291,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.4,F2,CC
CPS_0290,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0292,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0293,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0294,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0295,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0296,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0297,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0298,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0299,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0300,CPS,TC,TC.3,F2,HIGH,True,True,True,TC.3,F2,TC,TC.3,F2,TC,TC.3,F2,TC
CPS_0301,CPS,CC,CC.1,F3,MODERATE,True,False,True,CC.1,F3,CC,CC.1,F2,CC,CC.1,F3,CC
CPS_0302,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0303,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0304,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0305,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0306,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0307,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0309,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0308,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0310,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0311,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.1,F2,CC
CPS_0312,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0313,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0315,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0314,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0316,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0317,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0318,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.2,F3,CC
CPS_0320,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0319,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0321,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0322,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0323,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0324,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0325,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0326,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0327,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0328,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0329,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0330,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0332,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0333,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0331,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0334,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0336,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0335,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0337,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0338,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0339,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0340,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0341,CPS,CC,CC.2,F3,MODERATE,True,False,True,CC.2,F2,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0343,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0342,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0344,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.1,F3,CC
CPS_0345,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0347,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0346,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0348,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0349,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0350,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0351,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0352,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0353,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0354,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0355,CPS,CC,CC.1,F2,HIGH,True,True,True,CC.1,F2,CC,CC.1,F2,CC,CC.1,F3,CC
CPS_0356,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0358,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0357,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0359,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0360,CPS,CC,CC.1,F2,HIGH,True,True,True,CC.1,F2,CC,CC.1,F2,CC,CC.1,F2,CC
CPS_0361,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0362,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0363,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0365,CPS,CC,CC.2,F2,MODERATE,False,True,True,CC.2,F2,CC,RS.1,F2,RS,CC.2,F2,CC
CPS_0364,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0366,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0367,CPS,CC,CC.2,F3,MODERATE,True,False,True,CC.2,F2,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0368,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0369,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0370,CPS,RS,RS.1,F2,HIGH,True,True,True,RS.1,F2,RS,RS.1,F2,RS,RS.1,F2,RS
CPS_0371,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0372,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0374,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0373,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0375,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0377,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0376,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0378,CPS,TC,TC.2,F3,MODERATE,False,True,True,CC.2,F3,CC,TC.2,F3,TC,TC.2,F3,TC
CPS_0380,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,TC.2,F3,TC
CPS_0379,CPS,TC,TC.2,F3,MODERATE,False,True,True,CC.1,F3,CC,TC.2,F3,TC,TC.2,F3,TC
CPS_0381,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,TC.2,F3,TC
CPS_0383,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0382,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0384,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0385,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F2,CC
CPS_0387,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0386,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0388,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.1,F3,TC,TC.2,F3,TC
CPS_0390,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0389,CPS,TC,TC.1,F3,HIGH,True,True,True,TC.1,F3,TC,TC.1,F3,TC,TC.1,F3,TC
CPS_0391,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0393,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.1,F3,TC,TC.2,F3,TC
CPS_0392,CPS,CC,CC.4,F2,HIGH,True,True,True,CC.4,F2,CC,CC.4,F2,CC,CC.4,F2,CC
CPS_0394,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.1,F3,CC
CPS_0395,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0396,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0397,CPS,RS,RS.1,F1,HIGH,True,True,True,RS.1,F1,RS,RS.2,F1,RS,RS.2,F1,RS
CPS_0398,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0399,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0400,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0402,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0403,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0401,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0404,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0405,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0406,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0407,CPS,TC,TC.1,F1,HIGH,True,True,True,TC.1,F1,TC,TC.1,F1,TC,TC.1,F1,TC
CPS_0408,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0409,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0410,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0411,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0412,CPS,TC,TC.1,F1,HIGH,True,True,True,TC.1,F1,TC,TC.1,F1,TC,TC.1,F1,TC
CPS_0413,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0414,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0415,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0416,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0417,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.2,F3,TC,TC.2,F3,TC
CPS_0418,CPS,TC,TC.1,F2,MODERATE,True,False,True,TC.1,F3,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0419,CPS,TC,TC.1,F2,MODERATE,True,False,True,TC.1,F3,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0420,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0421,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0422,CPS,RS,RS.1,F1,LOW,False,False,True,TC.2,F2,TC,RS.1,F1,RS,RS.1,F1,RS
CPS_0424,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0423,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0425,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0426,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0427,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0428,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0430,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0429,CPS,TC,TC.1,F2,HIGH,True,True,True,TC.1,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0431,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0434,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0432,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0433,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0436,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0437,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0435,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0440,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0439,CPS,CC,CC.1,F2,HIGH,True,True,True,CC.1,F2,CC,CC.4,F2,CC,CC.4,F2,CC
CPS_0438,CPS,CC,CC.1,F2,LOW,False,False,True,CC.1,F3,CC,TC.1,F2,TC,CC.2,F2,CC
CPS_0441,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0442,CPS,CC,CC.4,F3,HIGH,True,True,True,CC.4,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0443,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0445,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0444,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.3,F2,TC
CPS_0446,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0447,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.2,F3,TC,TC.2,F3,TC
CPS_0448,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0449,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
