pair_id,final_feasibility,confidence,n_all_votes,score_composite,score_entropy,score_bayesian,score_borda,score_ensemble,rank_composite,rank_entropy,rank_bayesian,rank_borda,rank_ensemble
CPS_0240,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0239,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0241,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0242,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0243,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0244,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0245,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0246,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0247,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0249,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0248,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0250,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0251,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0252,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0253,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0254,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0255,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0256,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0257,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0258,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0259,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0260,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0261,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0262,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0264,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0263,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0266,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0265,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0267,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0269,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0270,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0268,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0271,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0272,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0273,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0275,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0274,F1,MODERATE,6,2.0100000000000002,0.42061983571430495,0.79925,0.8333333333333334,0.7188654082186082,58.0,183.0,1.0,57.0,61.0
CPS_0276,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0277,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0278,F3,HIGH,6,1.0,0.12179318132141902,0.42425,0.25,0.2777626192849124,297.0,1577.0,327.0,328.0,328.0
CPS_0280,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0279,F3,HIGH,6,1.0,0.12179318132141902,0.42425,0.25,0.2777626192849124,297.0,1577.0,327.0,328.0,328.0
CPS_0281,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0283,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0282,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0284,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0285,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0286,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0287,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0288,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0289,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0291,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0290,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0292,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0293,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0294,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0295,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0296,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0297,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0298,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0299,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0300,F2,HIGH,6,2.0,0.3952206141746329,0.79925,0.5833333333333334,0.6489948289098483,69.0,186.0,1.0,129.0,179.0
CPS_0301,F3,MODERATE,6,0.67,0.12179318132141902,0.42425,0.25,0.24686374288041807,1525.0,1577.0,327.0,328.0,340.0
CPS_0302,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0303,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0304,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0305,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0306,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0307,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0309,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0308,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0310,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0311,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0312,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0313,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0315,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0314,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0316,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0317,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0318,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0320,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0319,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0321,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0322,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0323,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0324,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0325,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0326,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0327,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0328,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0329,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0330,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0332,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0333,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0331,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0334,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0336,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0335,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0337,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0338,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0339,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0340,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0341,F3,MODERATE,6,0.67,0.12179318132141902,0.42425,0.25,0.24686374288041807,1525.0,1577.0,327.0,328.0,340.0
CPS_0343,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0342,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0344,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0345,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0347,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0346,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0348,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0349,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0350,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0351,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0352,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0353,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0354,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0355,F2,HIGH,6,2.0,0.28181528992858434,0.54925,0.3333333333333333,0.4744331278695984,69.0,1251.0,306.0,311.0,292.0
CPS_0356,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0358,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0357,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0359,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0360,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0361,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0362,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0363,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0365,F2,MODERATE,6,1.34,0.67,0.79925,0.5,0.6359721433144419,248.0,32.0,1.0,139.0,187.0
CPS_0364,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0366,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0367,F3,MODERATE,6,0.67,0.13880454578572063,0.29925,0.16666666666666666,0.18867314137450028,1525.0,1543.0,362.0,363.0,369.0
CPS_0368,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0369,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0370,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0371,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0372,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0374,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0373,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0375,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0377,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0376,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0378,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0380,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0379,F3,MODERATE,6,0.67,0.33,0.04925,0.0,0.11210766902191016,1525.0,269.0,1153.0,617.0,1592.0
CPS_0381,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0383,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0382,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0384,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0385,F3,HIGH,6,1.0,0.12179318132141902,0.42425,0.25,0.2777626192849124,297.0,1577.0,327.0,328.0,328.0
CPS_0387,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0386,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0388,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0390,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0389,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0391,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0393,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0392,F2,HIGH,6,2.0,0.3952206141746329,0.79925,0.5833333333333334,0.6489948289098483,69.0,186.0,1.0,129.0,179.0
CPS_0394,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0395,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0396,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0397,F1,HIGH,6,3.0,1.0,0.79925,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CPS_0398,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0399,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0400,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0402,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0403,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0401,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0404,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0405,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0406,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0407,F1,HIGH,6,3.0,0.5898815136934819,0.79925,0.9166666666666666,0.8752735315220163,1.0,157.0,1.0,32.0,32.0
CPS_0408,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0409,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0410,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0411,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0412,F1,HIGH,6,3.0,0.5898815136934819,0.67425,0.8333333333333334,0.8127735315220164,1.0,157.0,252.0,57.0,54.0
CPS_0413,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0414,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0415,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0416,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0417,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0418,F2,MODERATE,6,1.34,0.28181528992858434,0.54925,0.3333333333333333,0.4126353750606097,248.0,1251.0,306.0,311.0,301.0
CPS_0419,F2,MODERATE,6,1.34,0.28181528992858434,0.54925,0.3333333333333333,0.4126353750606097,248.0,1251.0,306.0,311.0,301.0
CPS_0420,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0421,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0422,F1,LOW,6,0.99,0.07938016428569494,0.54925,0.5833333333333334,0.391082025641725,1519.0,1589.0,306.0,129.0,307.0
CPS_0424,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0423,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0425,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0426,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0427,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0428,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0430,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0429,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0431,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0434,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0432,F2,HIGH,6,2.0,0.3952206141746329,0.67425,0.4166666666666667,0.5656614955765149,69.0,186.0,252.0,268.0,250.0
CPS_0433,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0436,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0437,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0435,F3,HIGH,6,1.0,0.19466089951884902,0.17425000000000002,0.08333333333333333,0.1712218108286699,297.0,1291.0,460.0,462.0,457.0
CPS_0440,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0439,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
CPS_0438,F2,LOW,6,0.66,0.3952206141746329,0.67425,0.4166666666666667,0.4401933307825074,1577.0,186.0,252.0,268.0,296.0
CPS_0441,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0442,F3,HIGH,6,1.0,0.33,0.04925,0.0,0.14300654542640454,297.0,269.0,1153.0,617.0,1135.0
CPS_0443,F2,HIGH,6,2.0,0.67,0.79925,0.5,0.6977698961234307,69.0,32.0,1.0,139.0,62.0
