survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
CPS,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"CPS measures current usual hours per week at present rate; ACS measures usual hours per week during weeks worked over the past 12 months. Reference period differs from current/point-in-time to 12-month retrospective. | CPS measures usual weekly hours in the current/habitual job context (“at this rate”), while ACS measures usual weekly hours retrospectively for the past 12 months during weeks worked (conditional on weeks worked). | Survey asks for usual hours at the current rate (current reference); ACS asks for usual hours per week during weeks worked over the past 12 months (12-month retrospective reference).","[Anthropic — F2/TC.1] Two raters (B and C) coded TC.1 (reference period length), while Rater A coded TC.2 (temporal framing). The key distinction is whether the difference is primarily about reference period length or temporal framing. The CPS asks about 'usual' hours at 'this rate' (current/habitual), while ACS asks about usual hours 'during the PAST 12 MONTHS, in the WEEKS WORKED.' Both questions ask about 'usual' hours (habitual framing), but the ACS explicitly anchors this to a 12-month retrospective period and conditions on weeks worked. The primary barrier is the reference period scope difference - CPS captures current usual hours while ACS captures a 12-month retrospective average. This is fundamentally a TC.1 issue (reference period length: current vs. 12-month) rather than TC.2 (point-in-time vs habitual), since both use 'usual' framing but differ in the temporal scope over which 'usual' is measured. Statistical adjustment (F2) is appropriate as harmonization requires assumptions about work pattern stability over time. ||| [Openai — F2/TC.2] Both items ask about usual hours worked per week, but they anchor “usual” to different time contexts. The ACS explicitly defines usual hours as a retrospective report over the past 12 months and conditional on “weeks worked,” whereas the CPS wording (“usually work per week at this rate”) implies a current/habitual pattern tied to the respondent’s present pay rate/job context rather than a 12-month retrospective conditional frame. This is primarily a temporal framing mismatch (current/habitual-at-present-job vs retrospective-over-12-months-during-weeks-worked), not merely a difference in reference-period length. Harmonization would require assumptions/modeling about stability of hours across the year versus current hours, so F2. ||| [Google — F2/TC.1] Two raters (B and C) agree on TC.1. Both questions assess 'usual' hours, sharing a habitual aspect, which makes the framing (habit vs. behavior) consistent. The primary constraint is the difference in reference period length: the survey question asks for current/indefinite usual hours, while the ACS aggregates over the past 12 months. This difference in temporal scope requires statistical adjustment (F2) to account for potential variations in work hours over a full year compared to the current rate.",CPS_0127
CPS,CPS_258,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"CPS asks about current usual hours per week at this rate (unspecified/current timeframe), while ACS asks about usual hours per week during weeks worked in the past 12 months (12-month retrospective scope). | Current/usual hours per week “at this rate” vs retrospective usual hours per week during weeks worked over the past 12 months (conditional on weeks worked). | Survey Question asks for usual hours at the current rate/job; ACS asks for usual hours per week during weeks worked over the past 12 months.","[Anthropic — F2/TC.1] Two raters (B and C) coded TC.1 while Rater A coded TC.2. The key distinction is whether this is a reference period length difference (TC.1) or a temporal framing difference (TC.2). Both questions ask about 'usual' hours per week, which is a habitual measure. The CPS asks about current usual hours at 'this rate' (implying current/recent), while ACS asks about usual hours 'during the PAST 12 MONTHS, in the WEEKS WORKED.' The primary difference is the scope of the reference period - current/unspecified vs. explicitly 12 months retrospective. This is fundamentally a reference period length difference (TC.1) rather than a framing difference between point-in-time vs habitual (TC.2), since both use habitual framing ('usually'). The ACS also conditions on 'weeks worked' which adds complexity but the temporal scope remains the primary barrier. Statistical adjustment is possible but requires assumptions about stability of work hours over time. ||| [Openai — F2/TC.2] Both items ask about “usual hours worked per week,” but the ACS explicitly frames the report as retrospective over the past 12 months and conditioned on “weeks worked,” whereas the Survey Question is framed as a current/usual measure tied to “at this rate” (i.e., the present job/pay situation). This is primarily a temporal framing mismatch (current/habitual tied to present conditions vs retrospective summary over the last year), not just a different reference-period length. Harmonization would require assumptions/modeling about stability of weekly hours across the past year versus current typical hours, so it is not a direct recode. ||| [Google — F2/TC.1] Both questions measure the construct of 'usual hours worked per week'. The primary difference is the reference period: the Survey Question implies a current context ('at this rate'), while the ACS question explicitly references the 'past 12 months'. Since both questions use the 'usual' (habitual) framing, the barrier is best classified as a difference in reference period length/scope (TC.1) rather than a difference in framing type (TC.2, which would be 'last week' vs 'usually'). Harmonization requires statistical adjustment (F2) to account for potential variations in work hours over the year versus the current status.",CPS_0135
CPS,CPS_262,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"CPS measures current usual hours per week at present rate, while ACS measures usual hours per week during weeks worked over the past 12 months - different temporal windows for defining 'usual' hours | Current/habitual usual weekly hours “at this rate” vs retrospective past-12-month usual weekly hours conditional on weeks worked (different temporal framing and conditioning). | CPS asks about usual hours per week at the current rate (current reference), while ACS asks about usual hours per week during weeks worked in the past 12 months (12-month reference).","[Anthropic — F2/TC.1] Two raters (B and C) coded TC.1 (reference period length), while Rater A coded TC.2 (temporal framing). The key distinction is whether this is primarily about reference period length or temporal framing. Both questions ask about 'usual' hours per week, which is a habitual measure. However, the CPS asks about current usual hours 'at this rate' (implying current/ongoing), while ACS explicitly anchors to 'PAST 12 MONTHS' and 'WEEKS WORKED.' This is fundamentally a reference period length difference - CPS captures current habitual state while ACS captures a 12-month retrospective average. The 'usual' framing in both suggests habitual measurement, but the temporal scope differs (current vs. 12-month window). TC.1 is more appropriate because the core issue is the different temporal windows over which 'usual' is defined, not a fundamental difference between point-in-time vs. habitual measurement. Both are measuring habitual hours, just over different reference periods. F2 is appropriate as statistical adjustment could estimate equivalence assuming work patterns are relatively stable. ||| [Openai — F2/TC.2] Both items ask about “usual hours worked per week,” but they anchor “usual” to different temporal frames: the survey question is essentially a current/habitual measure (“usually work per week at this rate”), whereas the ACS explicitly requires a retrospective report for the past 12 months and conditions the report on “the WEEKS WORKED.” The key barrier is not just the length of the reference period, but the temporal framing/recall and conditioning (current rate vs past-year usual during weeks worked). Harmonization would require assumptions or modeling about stability of hours over time and how respondents interpret “at this rate,” so F2 is appropriate. ||| [Google — F2/TC.1] Both questions measure 'usual' (habitual) hours, which aligns the fundamental temporal framing (both are habitual rather than point-in-time). The primary conflict is the duration and anchor of the reference period: CPS asks about the current timeframe ('at this rate'), effectively an indefinite current period, whereas ACS explicitly asks about the 'past 12 months'. This difference in the length and definition of the time window is best classified as TC.1 (Reference period length).",CPS_0143
CPS,CPS_263,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"CPS asks about usual hours at current rate with no explicit time window; ACS asks about usual weekly hours during the past 12 months in weeks worked, creating a reference period length mismatch. | Current/habitual usual weekly hours at the present rate vs retrospective past-12-month usual weekly hours conditioned on weeks actually worked. | CPS measures current habitual hours; ACS measures habitual hours over a retrospective 12-month period.","[Anthropic — F2/TC.1] Two raters (A and C) coded TC.1 (reference period length), while Rater B coded TC.2 (temporal framing). The key distinction is whether the primary barrier is about reference period LENGTH (TC.1) or about the TYPE of temporal framing (TC.2). The CPS asks about 'usual' hours at 'this rate' which is essentially current/habitual without an explicit time window, while ACS explicitly anchors to 'PAST 12 MONTHS' and 'WEEKS WORKED.' The fundamental difference is that ACS specifies a 12-month retrospective window while CPS has no explicit time boundary - this is primarily a reference period length difference (TC.1). While there are elements of framing differences (habitual vs retrospective average), the primary constraint that must be resolved first is the explicit 12-month window in ACS versus the implicit current/ongoing timeframe in CPS. Statistical adjustment would be needed to bridge these different temporal scopes. ||| [Openai — F2/TC.2] Both items ask about “usual hours worked per week,” but they differ in temporal framing: the survey question is a current/habitual (point-in-time) “usually work per week at this rate” measure, whereas the ACS explicitly anchors respondents to a retrospective period (“PAST 12 MONTHS”) and conditions the report on “in the weeks worked,” i.e., a usual-hours-within-weeks-worked retrospective summary. This is more than just reference-period length; it changes the reporting task from current usual hours to a past-year retrospective characterization, which may average over job changes and varying schedules. Harmonization would require assumptions/modeling to relate current usual hours to past-12-month usual hours in weeks worked, so feasibility is statistical adjustment (F2). ||| [Google — F2/TC.1] Two of the three raters (A and C) correctly identified the primary barrier as TC.1 (Reference period length). Both questions ask for 'usual' hours (habitual), but the reference period differs significantly: the Survey Question asks for current usual hours (implicit 'now'), while the ACS question asks for usual hours over the 'past 12 months'. This difference in the time window defines the incompatibility. Feasibility is F2 because equating current hours to a 12-month average requires statistical modeling to account for job changes or seasonality.",CPS_0151
CPS,CPS_264,What is your best estimate of the number of hours per week (you/he/she) usually (work/works) at this rate?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"CPS uses habitual/current framing for usual hours without explicit time window; ACS uses retrospective 12-month framing conditioned on weeks worked, excluding non-work weeks from the calculation | CPS asks for usual hours per week with no explicit reference period; ACS asks usual hours per week specifically during weeks worked in the past 12 months. | Survey Question asks for a current 'usual' hours/week estimate (no explicit time window); ACS asks for usual hours/week 'in the WEEKS WORKED' during the PAST 12 MONTHS.","[Anthropic — F2/TC.2] All three raters agree on F2 feasibility and identify a temporal difference as the primary barrier. The key distinction is between TC.1 (reference period length) and TC.2 (temporal framing). Rater B correctly identifies this as TC.2 because the core difference is not simply about period length, but about the framing approach: CPS uses a habitual/current framing ('usually work at this rate') without an explicit time anchor, while ACS uses a retrospective 12-month framing conditioned on weeks actually worked. This is fundamentally a difference in how the temporal concept is framed (point-in-time habitual vs. retrospective average), not just a difference in period length. Rater B's reasoning about the operationalization difference (ACS excluding non-work weeks) further supports TC.2 as the appropriate code. ||| [Openai — F2/TC.2] Both instruments ask about “usual hours worked per week,” but they frame the time dimension differently. The ACS explicitly anchors responses to a retrospective PAST 12 MONTHS period and conditions the report on “in the WEEKS WORKED,” whereas the CPS wording is a general/current habitual “usually works at this rate” with no explicit retrospective window. This is primarily a temporal framing difference (habitual/current vs retrospective-within-period) rather than a response-scale issue; the main harmonization need is reconciling whether the CPS ‘usual’ refers to the same 12-month, weeks-worked concept as ACS. Aligning would require assumptions/modeling about stability of usual hours and treatment of non-work weeks, making harmonization feasible only via statistical adjustment. ||| [Google — F2/TC.1] Raters A and C correctly identify the primary barrier as a difference in reference period length (TC.1). Both questions utilize a 'habitual' framing (asking for 'usual' hours), which rules out TC.2 (Temporal Framing) as the primary distinction. The key difference is that the Survey Question implies a current or indefinite reference period ('usually works'), whereas the ACS question explicitly anchors the estimate to the 'PAST 12 MONTHS'. Harmonization requires statistical adjustment (F2) to account for potential variability in hours over the year versus current status.",CPS_0159
CPS,CPS_265,I have estimated (your/his/her) usual WEEKLY earnings (as/for (your/his/her) main job as) (AMOUNT) before taxes or other deductions. Does that sound correct?,ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.2,Operationalization,HIGH,0.5,0.67,Q1,"CPS verifies a weekly earnings amount while ACS asks for hourly rate of pay - different operationalizations of compensation requiring hours-worked data or assumptions to convert between them. | Weekly earnings total (CPS confirmation of an estimated amount) vs hourly wage rate (ACS); conversion requires hours-worked and assumptions, not a direct recode.","[Anthropic — F2/CC.2] All three raters agree on F2 feasibility and identify the core issue: weekly earnings vs. hourly rate. The key question is whether this is primarily a temporal issue (TC.1), response scale issue (RS.1), or construct/operationalization issue (CC.2). While Rater B's TC.1 (temporal unit mismatch) has merit, the difference between 'weekly earnings' and 'hourly rate' is more fundamentally about how compensation is operationalized rather than just a time period difference. Weekly earnings is an aggregate amount; hourly rate is a unit rate. These are different operationalizations of the same underlying construct (compensation). Per the taxonomy hierarchy rule that CC > TC when temporal difference implies a construct difference, CC.2 is most appropriate. Rater C's RS.1 coding focuses on the question format difference, but the underlying issue is the operationalization of earnings measurement, not the response scale format itself. ||| [Openai — F2/CC.2] The primary barrier is a construct/operationalization mismatch: CPS is confirming a computed usual WEEKLY earnings amount (a period total, pre-tax/deductions, for main job), whereas ACS directly asks for the HOURLY rate of pay. While related, they are not the same measure and cannot be directly recoded without additional information (notably usual hours worked) and assumptions about how the CPS weekly amount was derived. The apparent time-unit difference (weekly vs hourly) is secondary because the core issue is that the questions elicit different pay metrics (total vs rate) and require modeling/auxiliary variables for conversion.",CPS_0951
CPS,CPS_27,"(REF_FNAME ^REF_LNAME’s) parent is also (name of person talking about)’s parent, is that correct?",ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship,F2,CC,CC.2,Operationalization,HIGH,0.5,0.67,Q1,"CPS directly confirms shared parentage between two named individuals; ACS captures relationship to Person 1 (householder), requiring inference from roster relations to determine sibling/shared parent status, which may be incomplete or ambiguous when neither person is the householder. | CPS directly confirms shared parentage between two specific individuals; ACS records Person 2’s relation to Person 1 (often the householder), so shared-parent status for the CPS dyad is only indirectly derivable and sometimes indeterminate without assumptions/derivation. | CPS asks for direct confirmation of shared parentage between two specific individuals; ACS captures relationship to a reference person (Person 1), requiring inference to determine links between other household members.","[Anthropic — F2/CC.2] Raters B and C both coded CC.2 (operationalization difference), while Rater A coded CC.1 (concept definition). The core concept being measured is the same - sibling/shared parentage relationship. However, the surveys operationalize this differently: CPS directly asks for confirmation of shared parentage between two named individuals, while ACS asks for relationship to Person 1 (typically the householder). The ACS approach can only identify siblings when the relationship is explicitly coded relative to the householder, requiring inference and assumptions to determine shared parentage in other configurations. This is an operationalization difference (CC.2) rather than a concept definition difference (CC.1), as both surveys aim to capture family relationships but use different behavioral indicators to do so. F2 is appropriate because deriving shared parentage from ACS requires statistical inference and matching rules based on household roster relationships. ||| [Openai — F2/CC.2] The CPS item operationalizes a specific kinship test—confirming whether two named individuals share a parent (i.e., sibling/half-sibling via shared parent). The ACS items collect (a) Person 2’s name and (b) Person 2’s relationship to Person 1 (typically the householder/reference person), not an explicit shared-parent indicator between arbitrary pairs. Deriving “share a parent” from ACS requires assumptions/derivations from roster relationships (and may fail when the relevant dyad is not directly asked or when relationship categories don’t uniquely map to shared biological/adoptive parentage). This is primarily an operationalization mismatch rather than a different underlying concept label, so CC.2 is the best fit. Harmonization is possible only via constructed rules or modeling, hence F2. ||| [Google — F2/CC.2] Rater B and C correctly identify this as an operationalization difference (CC.2). The core construct (sibling/shared parentage) is the same, but the questions use different methods to capture it. CPS uses a direct confirmation question between two specific individuals. ACS uses a relationship grid relative to a reference person (Person 1). Harmonizing requires deriving the relationship between the CPS target individuals using the ACS relationship-to-reference-person codes (e.g., inferring two 'children' of Person 1 are siblings), which constitutes a statistical adjustment/inference (F2) rather than a direct recode.",CPS_0516
CPS,CPS_272,"Then, including overtime pay, tips and commissions, what are (name/you) usual WEEKLY earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.1,Concept definition,MODERATE,0.5,0.67,Q1,"CPS asks for weekly earnings as a total dollar amount; ACS asks for hourly rate of pay. These are fundamentally different response formats requiring conversion with external hours-worked data. | CPS captures usual weekly total earnings including overtime/tips/commissions; ACS captures an hourly pay rate (likely base wage), so concepts and included pay components differ and require assumptions (and hours worked) to reconcile.","[Anthropic — F2/RS.1] While Raters A and B coded TC.1 (temporal/reference period), the primary barrier here is actually the response scale type difference (RS.1). The CPS asks for a dollar amount of weekly earnings, while ACS asks for an hourly rate of pay. These are fundamentally different response formats - one is a total weekly amount, the other is a rate per hour. The 'weekly vs hourly' distinction is not primarily about reference period length (TC.1 would apply to questions like 'past 7 days vs past 12 months'), but rather about the unit of measurement in the response. Converting between these requires external data (hours worked) and assumptions, making it F2. Rater C correctly identified this as RS.1 - the questions request responses in fundamentally different formats (total amount vs rate). Additionally, there's a secondary CC.4 issue regarding scope inclusions (overtime/tips/commissions explicitly included in CPS but unclear in ACS hourly rate), but the primary barrier is the response format difference. ||| [Openai — F2/CC.1] Although two raters selected TC.1 (weekly vs hourly), the binding harmonization issue is conceptual: CPS measures total usual weekly earnings including overtime pay, tips, and commissions (a broader earnings construct), while ACS asks for an hourly rate of pay (typically base wage rate) that may not include these components and is not a total earnings measure. The unit/time conversion (hourly to weekly) is secondary and would additionally require hours-worked data and assumptions. Per the coding rules, when the temporal/unit difference implies a construct difference, CC takes precedence over TC/RS. Harmonization is possible only via modeling/assumptions (e.g., using reported hours and assumptions about what 'hourly rate' includes), not direct recode.",CPS_0981
CPS,CPS_274,"(Including overtime pay, tips and commissions,) What are (name's/your) usual weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.1,Concept definition,MODERATE,0.5,0.67,Q1,CPS measures usual weekly earnings (total dollars per week); ACS measures hourly rate of pay (dollars per hour) - different response units requiring conversion via hours worked | Different construct: CPS measures usual weekly total earnings (including overtime/tips/commissions) while ACS measures hourly wage rate; converting between them requires hours worked and assumptions about included pay components.,"[Anthropic — F2/RS.1] All three raters unanimously agree on RS.1 (Scale type - fundamentally different response formats) with F2 feasibility. This is correct because the CPS asks for weekly earnings (a total dollar amount per week) while the ACS asks for hourly rate of pay (dollars per hour). These are fundamentally different response formats/units. Converting between them requires knowledge of hours worked per week, which is not collected in these specific items, necessitating statistical adjustment with assumptions that may introduce error. The barrier is not a construct difference (both measure compensation/earnings) but rather a response format/unit difference. ||| [Openai — F2/CC.1] While there is a clear response-unit mismatch (weekly total dollars vs dollars per hour), the more fundamental issue is that the questions measure different underlying constructs: CPS is asking for usual weekly earnings (a total pay concept that depends on both wage rate and hours and may include overtime, tips, commissions), whereas ACS is asking for the hourly rate of pay (a wage-rate concept that excludes non-hourly components and does not capture total weekly earnings). Harmonization would require additional information (e.g., usual hours worked, pay basis, inclusion/exclusion of tips/commissions/overtime) and assumptions/modeling to translate between rate and total earnings, so it is not directly recodable.",CPS_0993
CPS,CPS_275,"(Including overtime pay, tips and commissions,) what are (name's/your) usual twice monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.2,Operationalization,MODERATE,0.5,0.67,Q1,CPS asks for twice-monthly earnings as a total dollar amount; ACS asks for hourly rate of pay - different response units requiring conversion assumptions about hours worked | CPS measures usual twice-monthly earnings (total dollars per pay period); ACS measures hourly rate of pay—different operationalizations requiring hours/pay-structure assumptions to convert.,"[Anthropic — F2/RS.1] All three raters unanimously agree on RS.1 (Scale type - fundamentally different response formats) with F2 feasibility. This is correct because the CPS asks for a dollar amount representing twice-monthly earnings (a total sum), while the ACS asks for an hourly rate (dollars per hour). These are fundamentally different response formats - one is a periodic total, the other is a rate. Converting between them requires knowledge of hours worked per pay period and introduces assumptions about work patterns, making statistical adjustment (F2) necessary rather than simple recoding. ||| [Openai — F2/CC.2] While there is an obvious response-scale/unit mismatch (total earnings per pay period vs hourly wage rate), the binding issue is that the questions operationalize different underlying constructs: CPS captures usual earnings for a pay period (a function of wage rate, usual hours, and possibly other pay components), whereas ACS measures the hourly rate on the main job. Converting pay-period earnings to an hourly rate (or vice versa) requires additional information on usual hours worked and pay structure (e.g., salaried vs hourly, varying hours, overtime), so harmonization would require assumptions/modeling rather than a direct recode.",CPS_0999
CPS,CPS_278,"(Including overtime pay, tips and commissions,) what are (name's/your) usual bi weekly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings,F2,RS,RS.1,Scale type,HIGH,0.5,0.67,Q1,"CPS asks for total bi-weekly earnings amount (including overtime/tips/commissions); ACS asks for hourly rate of pay. Converting between these requires hours worked data and assumptions about work patterns. | CPS measures usual biweekly earnings (total $ over two weeks, including overtime/tips/commissions) whereas ACS measures hourly pay rate ($ per hour); converting requires hours/overtime assumptions or modeling.","[Anthropic — F2/RS.1] Two raters (B and C) agree on RS.1, while Rater A coded CC.2. The core issue is that CPS asks for a total bi-weekly earnings amount while ACS asks for an hourly rate - these are fundamentally different response formats (amount vs. rate). While Rater A's CC.2 (operationalization) argument has merit since the questions measure earnings differently, the most immediate and primary barrier is the response scale type difference: one asks for a lump sum amount, the other asks for a rate per hour. Per the coding rules, when two raters agree, their position should be strongly considered. The RS.1 classification is appropriate because the response formats are fundamentally different (total amount vs. hourly rate), and conversion requires external data (hours worked) and assumptions about overtime patterns, justifying F2 feasibility. ||| [Openai — F2/RS.1] The two questions elicit different response scale types/metrics: CPS requests a total amount of usual biweekly earnings (a period-based aggregate), while ACS requests an hourly pay rate (a unit rate). This is primarily a response-scale/metric incompatibility rather than a construct operationalization difference: both relate to pay, but they are measured in different units and cannot be mechanically recoded without additional information (e.g., usual hours worked, overtime/tips/commission treatment) and assumptions/modeling to convert between rate and period earnings. Thus RS.1 is the primary barrier, with feasibility F2 due to required statistical adjustment or auxiliary variables.",CPS_1018
CPS,CPS_279,What is your best estimate of (your/his/her) usual (weekly/bi-weekly/monthly/annual) earnings before taxes or other deductions?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings,F2,CC,CC.2,Operationalization,HIGH,0.5,0.67,Q1,CPS measures total earnings across various pay periods while ACS measures hourly rate of pay - different operationalizations of compensation requiring hours-worked data and statistical modeling to harmonize. | Usual earnings collected as a total amount for a specified pay period vs hourly rate of pay; conversion requires hours-worked/pay-period assumptions or modeling.,"[Anthropic — F2/CC.2] All three raters unanimously agree on CC.2 (operationalization difference) with F2 feasibility. This is the correct classification because both questions aim to measure earnings/compensation, but they operationalize this construct differently: the CPS question asks for total earnings over a specified pay period (weekly/bi-weekly/monthly/annual), while the ACS question asks for an hourly rate of pay. These are different behavioral indicators of the same underlying construct (compensation). Converting between them requires additional information about hours worked and assumptions about work schedules, making statistical adjustment (F2) necessary rather than simple recoding. ||| [Openai — F2/CC.2] All three raters converge that the items measure earnings using different operational indicators: one asks for usual total earnings over a pay period (weekly/bi-weekly/monthly/annual) before deductions, while the other asks for an hourly pay rate. This is primarily an operationalization mismatch (rate vs total), not merely a response-scale formatting issue, because the underlying quantity differs. Harmonization would require additional information (e.g., usual hours worked and alignment of pay periods) and assumptions/modeling to convert an hourly rate to periodic earnings or vice versa; it is not a direct recode but is theoretically possible with statistical adjustment.",CPS_1024
CPS,CPS_288,(Are / Is) (name/you) retired FROM A JOB OR BUSINESS?,ACS_114,"When did this person last work, even for a few days?",Employment Status,F2,CC,CC.2,Operationalization,HIGH,0.5,0.67,Q1,CPS asks about retirement status (self-reported labor force classification); ACS asks when the person last worked (timing of employment). These are distinct concepts - retirement is a status that cannot be directly inferred from timing of last work. | Retirement status (self-reported categorical construct) vs. timing of last work (behavioral/temporal indicator) are different operationalizations and cannot be directly recoded without modeling/assumptions. | CPS asks whether the person is retired (self-reported status); ACS asks when the person last worked (timing of last employment).,"[Anthropic — F2/CC.1] All three raters agree on F2 feasibility and identify a construct-level barrier. Raters A and B code CC.1 (concept definition), while Rater C codes CC.2 (operationalization). The key distinction is whether the questions measure different concepts or the same concept differently. Here, 'retirement status' and 'when last worked' are fundamentally different concepts - one is a self-identified labor force status with social/economic meaning, while the other is a temporal measure of employment history. A person can be retired and have worked recently (part-time work in retirement) or not be retired despite not working for years (disability, caregiving). CC.1 is more appropriate because these represent different core concepts, not merely different ways of measuring the same underlying construct. The majority coding of CC.1 from Raters A and B is correct. ||| [Openai — F2/CC.2] The CPS item measures a self-identified retirement status (a categorical labor-force status tied to respondents’ interpretation of “retired”), while the ACS item measures a behavioral/temporal indicator—when the person last worked. These are different operationalizations of labor-market exit and are not directly interchangeable: people can be retired yet have worked recently (bridge jobs, occasional work), and non-retired individuals can have long gaps since last work (unemployment, disability, homemaking). Any harmonization would require assumptions or modeling (e.g., selecting thresholds for “last worked” to proxy retirement), so feasibility is statistical adjustment rather than direct recode. ||| [Google — F2/CC.1] The two questions measure fundamentally different constructs: one asks for a self-reported status ('retired'), while the other asks for a factual temporal event (date of last work). While long-term absence from work is correlated with retirement, they are not the same concept (e.g., one can be unemployed or a homemaker with the same 'last work' date). This represents a difference in concept definition rather than just operationalization.",CPS_0482
CPS,CPS_289,"What best describes (name's/your) situation at this time? For example, (are / is) (you/he/she) disabled, ill, in school, taking care of house or family, or something ELSE?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,F2,CC,CC.2,Operationalization,HIGH,0.5,0.67,Q1,"CPS operationalizes current life situation through categorical status options (disabled, in school, caregiving, etc.), while ACS operationalizes labor force participation through binary recent work behavior. These are different behavioral indicators for related but distinct constructs. | Construct/operationalization mismatch: CPS captures primary current status/reason categories; ACS captures any paid work activity last week (binary), requiring assumptions/modeling to relate. | Survey question asks for main situation/activity (categorical status like disabled, in school), while ACS asks for specific work behavior (binary worked/didn't work).","[Anthropic — F2/CC.2] Two raters (B and C) agree on CC.2, which is the correct classification. The fundamental barrier here is that these questions measure different constructs through different operationalizations: CPS asks about the respondent's current life situation/role (disabled, in school, caregiving, etc.) - essentially capturing reasons for non-employment or primary activity status. ACS asks a behavioral question about whether the person worked for pay last week. While Rater A correctly notes the scale difference (multi-category vs binary), this is secondary to the more fundamental construct difference - one measures self-described situational status/role, the other measures recent labor force participation behavior. The scale difference is a consequence of the different operationalizations. Per the taxonomy hierarchy rule, CC > RS when scale difference reflects construct difference. Statistical adjustment (F2) is appropriate because mapping between these requires probabilistic assumptions about the relationship between situational categories and work behavior. ||| [Openai — F2/CC.2] The two questions are not measuring the same construct. The CPS item asks for a respondent’s best description of their current main situation/status (e.g., disabled, ill, in school, caregiving, etc.), which is a multi-category role/reason-type measure. The ACS item measures a specific behavioral indicator of labor force participation: whether the person did any paid work last week (binary). While response scale differs, the binding issue is construct/operationalization mismatch: “main situation/status” cannot be directly recoded to “worked last week,” and any alignment would require strong assumptions or modeling (e.g., probabilistically linking status categories to work participation), rather than a mechanical transformation. ||| [Google — F2/CC.2] The primary barrier is that the questions operationalize different constructs: the first asks for a self-identified primary role or situation (e.g., in school, disabled), while the second asks for objective work behavior (worked for pay). While there is a difference in response scale (RS), it results from the different concepts being measured, making CC.2 the correct primary classification (Hierarchy: CC > RS). Harmonization is not a direct recode because 'situation' categories like 'in school' do not mutually exclude 'working for pay', requiring statistical adjustment.",CPS_0483
