question_text,char_length,word_count,num_surveys
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, earn any additional compensation from this school system based on your students’ performance (e.g., through a merit pay or pay-for-performance agreement)?",207,31,3
"DURING THE CURRENT SCHOOL YEAR, have you earned income from any OTHER sources from this school system, such as a state supplement, etc.?",136,23,2
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, earn additional compensation from working in any job OUTSIDE this school system?",133,22,2
Which of these best describes this job OUTSIDE this school system?,66,11,2
"During the CURRENT SCHOOL YEAR do you, or will you, receive a retirement pension check paid from a teacher retirement system?",125,21,2
"Other than money you may have borrowed from family or friends, did you take out any type of student loans to help pay for your undergraduate or graduate education?",163,29,2
"Do you still owe all, some, or none of the amount that you borrowed?",68,14,2
How much do you typically pay each month on your student loans?,63,12,2
Please indicate your level of stress regarding your student loan debt. Would you say your level of stress is:,109,19,1
Please indicate whether your student loan debt has influenced your employment plans and decisions in any of the following ways. Did you —Have to work at more than one job at the same time because of your student loan debt? Take a less desirable job because of your student loan debt?,283,51,2
Are you a member of a teachers’ union or an employee association similar to a union?,84,16,2
"Does your school, district, or school system offer tenure?",58,9,1
Are you tenured at your current school?,39,7,2
"Please PRINT your name, your home address, your cell and home telephone numbers, the most convenient time to reach you, and your work and home e-mail addresses. This information would only be used in the event that we need to contact you for follow-up. All of the information you provide may be used only for statistical purposes and may not be disclosed, or used, in identifiable form for any other purpose except as required by law (20 U.S.C. §9573 and 6 U.S.C. §151).",470,83,2
"Of all the students you teach at THIS school, how many have a formally-identified disability?",93,15,1
"Of all the students you teach at THIS school, how many have been identified as English",87,16,1
"Using Table 1 on page 10, this school year, in what subject is your MAIN teaching assignment at THIS school?",108,20,1
"During your most recent FULL WEEK of teaching, approximately how many minutes did YOU spend teaching each of the following subjects at THIS school?",147,24,1
"Of these English, reading, or language arts (including reading and writing) minutes, how many were designated for reading instruction? English, reading, or language arts (including reading and writing); Arithmetic or mathematics; Social studies or history, Science",264,36,1
"Using Table 1 on page 10, for EACH class period or section that you reported in item 2-12, record the subject-matter code, subject-matter label, grade level code, and number of students",185,31,1
"Using Table 2 on page 13, what was your minor field of study?",61,13,1
"Using Table 2 on page 13, what was your major field of study for your master’s degree?",86,17,1
"BEFORE your first year of teaching, did you take any graduate or undergraduate courses which taught you — 3-5. a. Classroom management techniques? Lesson planning? How to assess learning? How to use student performance data to inform instruction? How to serve students from diverse economic backgrounds? How to serve students with special needs? How to teach students who are English-language learners (ELLs) or limited-English proficient (LEP)?",445,66,1
Do you currently hold regular or full certification by an accrediting or certifying body OTHER THAN THE STATE?,110,18,1
Does this certificate marked in item 4-2a certify you to teach in additional content areas?,91,15,1
"Regular or standard state certificate or advanced professional certificate Certificate issued after satisfying all requirements except the completion of a probationary period (in some states this is called a probationary certificate) Certificate that requires some additional coursework, student teaching, or passage of a test before regular certification can be obtained (in some states this is called a temporary or provisional certificate) Certificate issued to persons who must complete a certification program in order to continue teaching (in some states this is called a waiver or emergency certificate)",610,87,1
I do not hold any of the above certifications in THIS state,59,12,1
"Using Table 3 on page 19, in what content area(s) and grade range(s) does the teaching certificate marked in question 4-3b on page 20 certify you to teach in THIS state?",169,31,1
"Using Table 3 on page 19, please record all ADDITIONAL content areas and grade ranges in which this certificate certifies you to teach",134,23,1
"Using Table 3 on page 19, in what content area(s) and grade range(s) does the teaching certificate marked in question 4-4b above certify you to teach in THIS state?",164,29,1
Does this certificate marked in item 4-4b certify you to teach in additional content areas?,91,15,1
"Using Table 3 on page 19, please record all ADDITIONAL content areas and grade ranges in which this certificate certifies you to teach:",135,23,1
"In your FIRST year of teaching, how well prepared were you to: a. Handle a range of classroom management or discipline situations? b. Use a variety of instructional methods? c. Teach your subject matter? d. Use computers in classroom instruction? e. Assess students f. Differentiate instructions in the clasroom? g. Use data from student assessments to inform instruction? h. Teach to state content standards? i. Teach students who are limited-English proficient [LEP] or English-language learners [ELLs]? j. Teach students with special needs?",543,82,1
"Did you receive the following kinds of support during your FIRST year of teaching? Reduced teaching schedule or number or preparations; Common planning time with teachers in your subject; Seminars or classes for beginning teachers; Extra classroom assistance (e.g., teacher aides); Regular supportive communications with your principal, other administrators, or department chair; Observation and feedback on your teaching aimed at helping you develop and refine your teaching practice BEYOND any formal administrative observation and feedback you may have received; Release time to participate in support activities for new or beginning teachers",645,91,1
Did your assigned master or mentor teacher provide the following types of support during your FIRST year of teaching? Helped with paperwork or record keeping; Demonstrated lessons; Helped you prepare lessons that address learning standards; helped you develop student assessment tools,284,41,1
"Including contract hours, and hours before and after school, and on the weekends, how many hours do you spend on ALL teaching and other school-related activities during a typical FULL WEEK at THIS school?",204,34,1
"During this school year, do you or will you do the following for this school – Coach a sport? Sponsor any student groups, clubs, or organizations? Serve as a department lead or chair? Serve as a lead curriculum specialist? Serve on a schoolwide committee or task force? Serve as an assigned mentor or mentor coordinator for teachers?",333,57,1
"To what extent do you agree or disagree with each of the following statements? a. The school administration’s behavior toward the staff is supportive and encouraging. b. I am satisfied with my teaching salary. c. The level of student misbehavior in this school (such as noise, horseplay or fighting in the halls, cafeteria, or student lounge) interferes with my teaching. d. I receive a great deal of support from parents for the work I do. e. Necessary materials such as textbooks, supplies, and copy machines are available as needed by the staff. f. Routine duties and paperwork interfere with my job of teaching. My principal enforces school rules for student conduct and backs me up when I need it. g. Rules for student behavior are consistently enforced by teachers in this school, even for students who are not in their classes. h. Most of my colleagues share my beliefs and values about what the central mission of the school should be. i. The principal knows what kind of school he or she wants and has communicated it to the staff. j. There is a great deal of cooperative effort among the staff members. k. In this school, staff members are recognized for a job well done. l. I worry about the security of my job because of the performance of my students or my school on state and/or local tests. m. State content standards have had a positive influence on my satisfaction with teaching. n. I am given the support I need to teach students with special needs. o. Strongly disagree Somewhat disagree Somewhat agree Strongly agree The amount of student tardiness and class cutting in this school interferes with my teaching. p. I am generally satisfied with being a teacher at this school. q. I make a conscious effort to coordinate the content of my courses with that of other teachers.",1793,312,1
To what extent is each of the following a problem in THIS school? a. Student tardiness b. Student absenteeism c. Student class cutting d. Teacher absenteeism e. Students dropping out f. Student apathy g. Lack of parental involvement h. Poverty i. Students come to school unprepared to learn j. Poor student health,313,52,1
To what extent do you agree or disagree with each of the following statements? a. The stress and disappointments involved in teaching at this school aren’t really worth it. b. The teachers at this school like being here; I would describe us as a satisfied group. c. I like the way things are run at this school. If I could get a higher paying job I’d leave teaching as soon as possible. d. I think about transferring to another school. I don’t seem to have as much enthusiasm now as I did when I began teaching. f. I think about staying home from school because I’m just too tired to go.,587,111,1
"DURING THE SUMMER OF 2020, did you have any earnings from – Teaching summer school in this school or any other school? Working in a non-teaching job in this school or any other school? Working in any NONSCHOOL job?",214,39,1
Please indicate your level of stress regarding your student loan debt. Would you say your level of stress is,108,19,1
"Does your school, school system offer tenure?",45,7,1
Do you still teach any regularly scheduled classes in any grades pre-K–12?,74,12,2
"Are you currently on: maternity or paternity leave, disability leave, or sabbatical from teaching?",98,14,1
"How do you classify your position at your CURRENT school, that is, the activity at which you spend most of your time during this school year?",141,26,2
"Last school year you reported teaching regularly scheduled classes. This school year you reported a transition to a teacher aide, student teacher, or short-term substitute teacher. In 20 words or less, please explain the reason for the change.",243,38,1
What is your current MAIN occupational status?,46,7,1
Are you currently working in a job?,35,7,1
"What kind of work do you do, that is, what is your occupation?",62,13,1
What are your most important activities or duties at this job?,62,11,1
How would you classify yourself in this job?,44,8,1
Is your current main occupation a - 1 Principal/school head 2 Assistant principal 3 School district administrator 4 Librarian/Library technician 5 Instructional coordinator 6 Academic coach/specialist 7 Teacher assistant/aide 8 Counselor or school psychologist 9 Short-term substitute 10 Other occupation – please specify,321,43,1
Are you employed full-time or part-time?,40,6,1
What are your estimated annual before-tax earnings at this job?,63,10,1
Which statement best describes how long you plan to remain in your current position?,84,14,1
"Do you have any other earned income, such as from a second job?",63,13,1
Are you currently receiving a retirement pension check paid from a teacher retirement system?,93,14,1
Did you receive an incentive to retire from the position of a K–12 teacher at last year’s school? (An incentive is a monetary bonus or reward used to encourage teachers to retire.),180,32,1
Would you have remained in teaching if you had not received an incentive to retire?,83,15,1
"Did you leave your K–12 teaching position involuntarily (e.g., contract not renewed, laid off, school closed or merged)?",120,18,1
Which of the following best describes why you involuntarily left your K–12 teaching position?,93,14,1
Was the debt from your undergraduate or graduate education one of the reasons why you left your previous teaching job?,118,20,2
Do you currently have any of the below types of debt from your undergraduate or graduate education?,99,17,2
How do you feel about the amount of debt you have remaining from your undergraduate and graduate education?,107,18,2
Indicate the level of importance EACH of the following played in your decision to leave the position of a K-12 teacher: I left the position of a K-12 teacher due to: Personal Life Factors; Salary and Other Job Benefit; Career Factors; Assignment and Classroom Factors; School Factors; Student Performance Factors; Other Factors,327,52,1
"From the reasons listed in item 18, which do you consider the one most important reason in your decision to leave the position of a K–12 teacher?",145,27,1
Indicate how effectively your principal or school head performed each of the following at LAST YEAR’S SCHOOL. Communicated respect for and value of teachers; Encouraged teachers to change teaching methods if students were not doing well; Worked with staff to meet curriculum standards; Encouraged professional collaboration among teachers; Worked with teaching staff to solve school or department problems; Encouraged the teaching staff to use student assessment results in planning curriculum and instruction; Worked to develop broad agreement among the teaching staff about the school's mission. Facilitated and encouraged professional development activities of teachers. Supported teachers during the coronavirus pandemic. Provided teachers with the tools and materials needed to teach effectively during the coronavirus pandemic.,833,114,1
"LAST SCHOOL YEAR, did any of your students participate in a REQUIRED state or district assessment in a subject that you taught?",127,22,1
To what extent do you agree or disagree with each of the following statements about the state or district assessment program at LAST YEAR’S SCHOOL?,147,25,2
Were you formally evaluated for your work as a teacher last school year (2020–21)?,82,14,2
To what extent do you agree or disagree with each of the following statements about the formal evaluation of your work as a teacher last school year (2020–21)?,159,28,2
Which of the following best describes the evaluation you received for your work as a teacher last school year (2020–21)?,120,20,2
"Last year, how effective do you think you were as a teacher?",60,12,2
What are some ways the coronavirus pandemic affected your teaching experience?,78,11,2
What is your MAIN occupational status?,38,6,1
"How would you rate your current position relative to teaching in terms of each of the following aspects? a. Salary b. Benefits (e.g., health insurance, retirement plan) c. Opportunities for professional advancement or promotion d. Opportunities for professional development e. Opportunities for learning from colleagues f. Social relationships with colleagues g. Recognition and support from administrators/managers h. Safety of environment i. Influence over workplace policies and practices j. Autonomy or control over your own work k. Professional prestige l. Procedures for performance evaluation m. Manageability of workload n. Ability to balance personal life and work o. Availability of resources and materials/equipment for doing your job p. General work conditions q. Job security r. Intellectual challenge s. Sense of personal accomplishment t. Opportunities to make a difference in the lives of others",911,131,1
"Thinking about all the factors that influence your job satisfaction, overall, how satisfied are you with your current position compared to the position of a K–12 teacher?",170,27,1
Have you enrolled in college or university courses since the end of last school year?,85,15,2
Which of the following best describes your enrollment in these courses?,71,11,2
Which of the following best describes the reason you enrolled in these courses?,79,13,2
"Were these courses needed to obtain, renew, or maintain teaching certification?",79,11,2
Would you consider returning to the position of a K–12 teacher?,63,11,1
How soon might you return to the position of a K–12 teacher?,60,12,1
At what level would you most like to teach?,43,9,1
"Indicate how important each factor would be in influencing your decision to return to the position of a K-12 teacher a. Ability to maintain your teacher retirement  benefits. b. State certification reciprocity (a state's acceptance of teacher certifications from other states). c. An easier and less costly way to renew/earn certification. d. Smaller class sizes or smaller student load. e. Availability of full–time teaching positions. f. Availability of part–time teaching positions. g. Forgiveness of your student loans. h. Housing incentives (e.g., subsidies, rent 1462 assistance, low interest loans, relocation assistance). i. An increase in salary. j. Availability of suitable childcare options",701,101,1
Would any factors other than the ones listed above influence your decision to return to the position of a K–12 teacher?,119,21,1
Which category represents the total combined BEFORE-TAX income of ALL FAMILY MEMBERS in your household during 2021?,115,17,2
Do you own or rent your primary residence?,42,8,2
Please provide the following information in case we have questions about the responses 6. CONTACT INFORMATION First name Middle name Last name Home phone number Area code Number – – Work phone number Area code Number – – Cell phone number Area code Number – – Home e-mail address Work e-mail address you provided on this questionnaire.,335,57,1
Are you teaching full-time or part-time?,40,6,1
"Do you have another school position, other than your main position indicated in question 1b?",92,15,1
Which of the following best describes your OTHER assignment at your current school?,83,13,1
"Using Table 1 on page 5, this school year, in what subject is your MAIN teaching assignment at THIS school?",107,20,1
Which of the following best describes the teaching certificate you currently hold that certifies you to teach in THIS state?,124,20,1
Which statement best describes the way YOUR classes at your current school are organized?,89,14,1
"Of all the students you teach at THIS school, how many have been identified as English language learners (ELL), also known as limited-English proficiency (LEP)",159,25,1
"To what extent do you agree or disagree with each of the following statements about your current school? a. The school administration’s behavior toward the staff is supportive and encouraging. b. I am satisfied with my teaching salary. c. The level of student misbehavior in this school (such as noise, horseplay or fighting in the halls, cafeteria, or student 1 lounge) interferes with my teaching. d. I receive a great deal of support from parents for the work I do. e. Necessary materials such as textbooks, supplies, and copy machines are 1 available as needed by the staff. f. Routine duties and paperwork interfere with my job of teaching. g. My principal or school head enforces school rules for student conduct and backs me up when I need it. h. Rules for student behavior are consistently enforced by teachers in this school, even for 1 students who are not in their classes. i. Most of my colleagues share my beliefs and values about what the central mission of the school should be. j. The principal or school head knows what kind of school he or she wants and has communicated it to the staff. k. There is a great deal of cooperative effort among the staff members. l. In this school, staff members are recognized for a job well done. m. I worry about the security of my job because of the performance of my students or my school on state and/or local tests. n. State or district content standards have had a positive influence on my satisfaction with teaching. o. I am given the support I need to teach students with special needs. p. The amount of student tardiness and class cutting in this school interferes with my 1 teaching. q. I am generally satisfied with being a teacher at this school. r. I make a conscious effort to coordinate the content of my courses with that of other 1 teachers.",1808,322,1
To what extent is each of the following a problem at your current school? a. Student tardiness b. Student absenteeism c. Student class cutting d. Teacher absenteeism e. Students dropping out f. Student apathy g. Lack of parental involvement h. Poverty i. Students come to school unprepared to learn j. Poor student health,321,53,1
"Including hours spent during the school day, before and after school, and on the weekends, how many hours do you spend on ALL teaching and other school-related activities during a typical full week at THIS school?",213,36,1
"During this school year, do you or will you do the following for this school or district- Coach a sport? Sponsor any student groups, clubs, or organizations? Serve as a department lead or chair? Serv as a lead curriculum specialist? Serve on a schoolwide or districtwide committee or task force? Serve as an assigned mentor or mentor coordinator for teachers?",359,60,1
Are you currently teaching in the SAME SCHOOL as you were last year (2020–21)?,78,14,1
Are you currently teaching in the SAME STATE as you were last year (2020–21)?,77,14,1
Are you currently teaching in a school OUTSIDE the United States?,65,11,1
Please provide the following information about your current school. Name of school Street Address City State ZIP Code Name of school district (if applicable) Name of county,172,27,1
Does your current school offer the following grades?,52,8,1
Which of the following best describes your move from last year’s school to your current school?,95,16,1
"Is the private school in which you currently teach affiliated with the Roman Catholic Church, some other religious organization, or is it nonsectarian?",151,23,1
"Did you change schools involuntarily (e.g., contract not renewed, laid off, school closed or merged)?",101,15,1
Which of the following best describes the reason why you changed schools involuntarily?,87,13,1
Indicate the level of importance EACH of the following played in your decision to leave LAST YEAR’S SCHOOL.,107,18,1
Personal Life Factors; Salary and Other Job Benefits; Assignment and Classroom Factors; School Factors; Student Performance Factors; Other Factors,146,19,1
"From the reasons listed in item 24, which do you consider the one most important reason in your decision to leave LAST YEAR’S SCHOOL?",133,24,1
Have you ever seriously considered leaving your current job for a higher paying job to help pay off debt from your undergraduate or graduate education?,151,25,1
Indicate how effectively your principal or school head performed each of the following at LAST YEAR'S SCHOOL a. Communicated respect for and value of teachers. b. Encouraged teachers to change teaching methods if students were not doing well. c. Worked with staff to meet curriculum standards. d. Encouraged professional collaboration among teachers. g. Worked to develop broad agreement e. Worked with teaching staff to solve school or department problems. f. Encouraged the teaching staff to use student assessment results in planning curriculum and instruction. among the teaching staff about the school’s mission. h. Facilitated and encouraged professional development activities of teachers. i. Supported teachers during the coronavirus pandemic. j. Provided teachers with the tools and materials needed to teach effectively during the coronavirus pandemic.,862,124,1
"LAST SCHOOL YEAR, did any of your students participate in a REQUIRED state or district assessment program in a subject that you taught?",135,23,1
"How would you rate your CURRENT teaching position relative to LAST YEAR's teaching position in terms of each of the following aspects? a. Salary b. Benefits (e.g., health insurance, retirement plan) c. Opportunities for professional advancement or promotion d. Opportunities for professional development e. Opportunities for learning from colleagues f. Social relationships with colleagues g. Recognition and support from administrators/managers h. Safety of environment i. Influence over workplace policies and practices j. Autonomy or control over your own work k. Professional prestige l. Procedures for performance evaluation m. Manageability of workload n. Ability to balance personal life and work o. Availability of resources and materials/equipment for doing your job p. General work conditions q. Job security r. Intellectual challenge s. Sense of personal accomplishment t. Opportunities to make a difference in the lives of others",941,135,1
How long do you plan to remain in the position of a pre-K–12 teacher?,69,14,1
"In the last 12 months, have you applied for a job in an attempt to leave the position of a pre-K–12 teacher?",108,22,1
"DURING THE SUMMER OF 2021, did you have any earnings from... Teaching summer school in your current or any other school? Working in a non-teaching job in your current or any other school? Working in any NONSCHOOL job?",217,38,1
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, earn any additional compensation from your current school system for extracurricular or additional activities such as coaching, student activity sponsorship, mentoring teachers, or teaching evening classes?",259,36,1
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, earn income from any OTHER sources from your current school system, such as a state supplement, etc.?",154,27,1
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, earn additional compensation from working in any job OUTSIDE your current school system?",141,23,1
Which of these best describes this job OUTSIDE your current school system?,74,12,1
"DURING THE CURRENT SCHOOL YEAR, do you, or will you, receive a retirement pension check paid from a teacher retirement system?",126,21,1
Please provide the following information in case we have questions about the responses 6. CONTACT INFORMATION First name Middle name Last name Area code Number Area code Number Area code Number you provided on this questionnaire. a. 9025 9026 9027 b. Home phone number 9029 c. Work phone number 9030 d. Cell phone number 9031 e. Home e-mail address 9032 f. Work e-mail address,376,64,1
Which of the following best describes the current occupational status of last year’s Principal?,95,14,1
Still working as Principal of this school,41,7,1
"Still working as a Principal, but not at this school",52,10,1
Is the principal’s new school in the same District as this school?,66,12,1
"Still working in a K–12 school, but not as a Principal",54,11,1
"Still working in K–12 Education, but not in a K–12 school",57,11,2
Working at a job outside of K–12 Education; Other,49,9,2
"For some schools, we have a record of the name of last year’s Principal (who may also be the current Principal).",112,21,1
Which of the following best describes the current occupational status of last year’s School Head/Principal?,107,15,1
Still working as School Head/Principal of this school,53,8,1
"Still working as a School Head/Principal, but not at the same school",68,12,1
"Still working in a K–12 school, but not as a School Head/Principal",66,12,1
"For some schools, we have a record of the name of last year’s School Head/Principal (who may also be the current School Head/Principal).",136,23,1
In which of the following grades or grade equivalent does your school have students enrolled?,93,15,1
Does your school ONLY educate adult students over the age of 19?,64,12,1
Is your school offering in-person learning for students during the 2024-25 school year?,87,13,1
Which of the following best describes how students are taught at your school,76,13,1
"Does your school offer Advanced Placement (AP), Pre-Advanced Placement (PreAP), International Baccalaureate (IB), or dual enrollment courses?",142,17,1
How many advanced courses are taught in your school?,52,9,1
"To the best of your knowledge, what percentage of students at your school are enrolled in advanced coursework?",110,18,1
"To the best of your knowledge, what percentage of students in your school participate in the following: Work-based learning opportunities; Workforce credential training program; Personalized career and academic plan; Career and technical education (CTE) program",261,35,1
Does your school have a college and career readiness plan or goal?,66,12,1
"Using the responses below, fill in the sentence that best describes your school: “My school does a(n) ____________ job preparing students for college.”",151,23,1
"Using the responses below, fill in the sentence that best describes your school: “My school does a(n) ____________ job preparing students for the workforce.”",157,24,1
Do graduation requirements at your school include college and career milestones?,80,11,1
Are graduation requirements at your school aligned to public postsecondary admissions requirements?,99,12,1
Does your school employ any of the following staff to support college and career readiness? Select all that apply.,114,19,1
Does your school offer career and technical education?,54,8,1
To what degree does your school counseling office use your students’ college and career readiness data to inform their work and outreach to students and their families?,168,27,1
1. Does your school partner with any of the following for your Career and technical education (CTE) program? Select all that apply.,131,22,1
"We’d like to learn more about schools’ experiences with college and career readiness. In the space below, please share any information you would like us to know on this topic.",175,30,1
"When deciding on whether to write, implement, or revise a program or policy at your school, how often do you use the following sources of information?",150,26,1
"Please identify the top three most important sources of information you rely on when deciding on whether to write, implement, or revise a program or policy at your school.",171,29,1
To what extent do you agree or disagree with the following statements that describe the current environment for you and the leadership team in your school?,155,26,1
"Please rate your confidence level for the following statements: “When deciding about a program or policy at my school, I feel confident that I have the knowledge and skills to…",176,30,1
"We’d like to learn more about the information schools use to inform policies and practices at their school. In the space below, please share any information you would like us to know on this topic.",197,35,1
Please indicate how frequently your school uses the following to engage with families during this school year,109,17,1
Does your school require families to participate in a certain number of hours/events during this school year?,109,17,1
Do you have a parent/family engagement specialist or outreach worker at your school? This may be a school or district employee or an employee designated to serve in this role.,175,30,1
Approximately how much time does this person spend working on duties associated with this position at your school?,114,18,1
Approximately what percentage of students at your school have families you would characterize as “actively engaged” with the school?,132,19,1
"Overall, how easy or difficult is it to engage your students’ families with your school?",88,15,1
How responsive are families to your school’s efforts to increase their involvement with the student’s education?,112,16,1
"To what extent, if any, do the following factors limit your school’s efforts to engage families?",96,16,1
"We’d like to learn more about schools’ strategies to engage parents. In the space below, please share any information you would like us to know on this topic.",158,28,1
"Today (or the most recent day you have data), what is your attendance rate?",75,14,1
"Please enter an approximate total teacher count for your school as of today. Please enter the number of teachers, including full-time and part-time teachers.",157,24,1
"Please enter an approximate total non-teacher staff count for your school as of today. Please enter the number of non-teaching staff, including full-time and part-time non-teachers.",181,26,1
"As of today, please enter your total student enrollment count.",62,10,1
"We want to ensure we are continuing to collect information on topics that are relevant to the day-to-day functioning of U.S. public schools during the 2024-25 school year and beyond. In the space below, please share any topics you believe are important for us to know as we continue this monthly survey collection.",314,53,1
"Please print your name, title, and school telephone number",58,9,1
Is this institution or organization still in operation?,55,8,1
Are there any grades K to 12 or comparable ungraded levels taught by this institution or organization?,102,17,1
Which of the following describes the reason(s) this institution or organization does NOT teach any of grades K-12 or comparable ungraded levels?,144,22,1
Is this a private school or program?,36,7,1
How many students were enrolled in each of the following grade levels around the first of October? a. Ungraded (including ungraded special education students) b. Nursery and prekindergarten c. Kindergarten (traditional year of school primarily for 5-year-olds prior to first grade) d. Transitional (or readiness) kindergarten (extra year of school for kindergarten-age children who are judged not ready for kindergarten) e. Transitional first (or prefirst) grade (extra year of school for children who have attended kindergarten but have been judged not ready for first grade),576,85,1
How many students were enrolled in each of the following grade levels around the first of October?,98,17,1
What was the total number of students enrolled in this school or program around the first of October?,101,18,1
"Around the first of October, how many students enrolled in grades K-12 and comparable ungraded levels were... a. Hispanic or Latino, regardless of race? b. White, not of Hispanic or Latino origin? c. Black or African American, not of Hispanic or Latino origin? d. Asian, not of Hispanic or Latino origin? e. Native Hawaiian or other Pacific Islander, not of Hispanic or Latino origin?  f. American Indian or Alaska Native, not of Hispanic or Latino origin?  g. Two or more races, not of Hispanic or Latino origin",512,87,1
"Around the first of October, how many MALE students in grades K-12 and comparable ungraded levels were enrolled in this school or program?",138,23,1
"LAST school year (2020-21), were any students enrolled in 12th grade?",69,11,1
"How many students were enrolled in 12th grade around October 1, 2020?",69,12,1
How many students graduated from the 12th grade with a diploma LAST school year (2020-21)?,90,15,1
"Of those who graduated with a diploma LAST school year (2020-21), approximately what percentage went to four-year colleges?",123,18,1
"How many days per week does a kindergarten, transitional kindergarten, or transitional first grade student attend?",114,16,1
"In item 10, we ask for the number of teachers for grades K-12 by the amount of time they teach at THIS school or program.",121,25,1
"Around the first of October, how many persons were teaching in grades K-12 and/or COMPARABLE ungraded levels at this school or program in the following time categories?",168,27,1
Which of the following best describes this school or program?,61,10,1
How many days are in the school YEAR for students in this school or program?,76,15,1
How long is the school DAY for students in this school or program?,66,13,1
Does this school or program have a library media center?,56,10,1
Please enter the date you completed this questionnaire,54,8,1
"Please verify this school or program’s name and mailing address that are printed below. If any part of the name and mailing address is incorrect, enter the correction(s), as necessary, in the appropriate space(s) below. School or program name Mailing address City State ZIP Code + 4",282,47,1
Enter last name if provided. Last name is optional.,51,9,1
How shall I refer to ^youthisperson for the rest of the interview?,66,12,1
^DoDoes ^youALIAS usually live here?,36,5,1
^DoDoes ^youALIAS have some other place where ^youthey usually live?,68,10,1
^AreIs ^youALIAS usually away at school or college?,51,8,1
^DoDoes ^youALIAS live in on-campus housing or off-campus housing?,66,9,1
Have I missed any babies or small children?,43,8,2
"Have I missed anyone who USUALLY lives here, but is away now at school or college?",82,16,1
"Have I missed anyone else who USUALLY lives here, including people who are not related to you or people who are away traveling?",127,23,1
Which adults living here would you say know about the members of this household?,80,14,1
^DoyouDoesALIAS take care of someone who lives here?,52,8,1
What is ^yourALIAS age?,23,4,1
Could you please tell me if ^youALIAS ^areis less than 18 years old or 18 years or older?,89,18,1
^AreIs ^youALIAS less than 65 years old or 65 years or older?,61,12,1
What race or races is ^ALIASNAME?/What race or races ^dodoes ^youALIAS consider ^yourhimherself to be?,102,15,1
What other race or races is ^ALIASNAME?/What other race or races ^dodoes ^youALIAS consider ^yourhimherself to be?,114,17,1
AreyouIsALIASIsanyone now on full-time active duty with the Armed Forces?,73,10,1
What is the HIGHEST level of school ^youALIAS ^havehas completed or the highest degree ^youALIAS ^havehas received?,115,17,1
"Which people living in this household are ^ALIASNAME's parents? Please include biological, step, or adoptive parents, but not foster parents or other relatives who may act as parents.",183,28,1
Which people living in this household are ^ALIASNAME's foster parents?,70,10,1
Is everyone in this household a member of the same family?,58,11,1
Who lives here and is knowledgeable about and responsible for ^SCNAME's health care?,84,13,1
What is ^SANAME's last name?,28,5,1
What is ^SANAME's exact mailing address on campus? Enter the unit description. Enter the city. Enter the state. Enter the zip code. Enter the zip 4.,148,26,1
Enter the line number of the person to whom you are speaking,60,12,1
Select the person in this household who is the proxy for ^SANAME.,65,12,1
Can a callback with someone knowledgeable about ^SANAME's health be arranged?,77,11,1
How are you contacting ^SARESP?,31,5,1
Are you currently driving a vehicle,35,6,1
A letter describing the National Health Interview Survey was sent to your home recently. Do you remember seeing the letter?,123,20,2
Do you live in on-campus housing or off-campus housing?,55,9,1
"I have recorded ^yoursexis, you are ^AGE_A, ^NATORG_A, and ^RACE_A. Would you like to make any changes to this ^additionalinfo_A?",129,20,1
Enter your best guess of ^SANAME's sex.,39,7,1
Enter age,9,2,1
Do you consider yourself to be Hispanic or Latino?,50,9,1
"What race or races do you consider yourself to be? Please select 1 or more of these categories: White, Black, African American, American Indian, Alaska Native, Native Hawaiian, Pacific Islander, Asian, or some other race?",221,35,1
"What is your Hispanic or Latino ancestry or origin? If you have more than one, tell me all of them.",99,20,1
"What is your Hispanic or Latino ancestry or origin? If you have more than one, tell me all of them",98,20,1
"I have recorded that you are Pacific Islander. What specific ethnic group or groups are you-- such as Guamanian or Chamorro, Samoan, or other Pacific Islander? If you are more than one, tell me all of them.",206,37,1
"I have recorded that you are Asian. What specific ethnic group or groups are you-- such as Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, or Other Asian? If you are more than one, tell me all of them.",216,38,1
"What is your specific Asian ethnic group or groups? If you have more than one, tell me all of them",98,20,1
What other race or races do you consider yourself to be?,56,11,1
"What is your date of birth? Please give month, day, and year for the date of birth.",83,17,1
What is your best guess at ^ALIASNAME's age?,44,8,1
"Would you say your health in general is excellent, very good, good, fair, or poor?",82,15,2
"In general, how satisfied are you with your life? Are you very satisfied, satisfied, dissatisfied, or very dissatisfied?",120,18,1
"Have you EVER been told by a doctor or other health professional that you had ...Hypertension, also called high blood pressure?",127,21,1
Were you told on two or more DIFFERENT visits that you had hypertension or high blood pressure?,95,17,1
"During the past 12 months, have you had hypertension or high blood pressure?",76,13,1
Are you NOW taking any medication prescribed by a doctor for your high blood pressure?,86,15,1
Have you EVER been told by a doctor or other health professional that you had high cholesterol?,95,17,1
"During the past 12 months, have you had high cholesterol?",57,10,1
Are you NOW taking any medication prescribed by a doctor to help lower your cholesterol?,88,15,1
"Have you EVER been told by a doctor or other health professional that you had ...Coronary heart disease? ...Angina, also called angina pectoris? ...A heart attack, also called myocardial infarction?",198,30,1
Have you EVER been told by a doctor or other health professional that you had ...A stroke?,90,17,1
