question_id,question_text,survey,is_multilevel,question_length
275,"DURING THE PAST 12 MONTHS, has this child received any treatment or counseling from a mental health professional? Mental health professionals include psychiatrists, psychologists, psychiatric nurses, and clinical social workers.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,228.0
276,How difficult was it to get the mental health treatment or counseling that this child needed?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,93.0
277,"DURING THE PAST 12 MONTHS, has this child taken any medication because of difficulties with their emotions, concentration, or behavior?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,135.0
278,"DURING THE PAST 12 MONTHS, did this child see a specialist other than a mental health professional? Specialists are doctors like surgeons, heart doctors, allergy doctors, skin doctors, and others who specialize in one area of health care","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,237.0
279,How difficult was it to get the specialist care that this child needed?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,71.0
280,"DURING THE PAST 12 MONTHS, was there any time when this child needed health care but it was not received? By health care, we mean medical care as well as other kinds of care like dental care, vision care, and mental health services. If yes, which types of care were not received?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,279.0
281,Did any of the following reasons contribute to this child not receiving needed health services?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,95.0
282,"DURING THE PAST 12 MONTHS, how often were you frustrated in your efforts to get services for this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,104.0
283,"DURING THE PAST 12 MONTHS, how many times did this child visit a hospital emergency room? Do NOT include visits to urgent care centers","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,134.0
284,"DURING THE PAST 12 MONTHS, was this child admitted to the hospital to stay for at least one night?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,98.0
285,"Has this child EVER had a special education or early intervention plan? Children receiving these services often have an Individualized Family Service Plan (IFSP) or Individualized Education Plan (IEP) If yes, how old was this child at the time of the FIRST plan? Is this child CURRENTLY receiving services under one of these plans?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,331.0
286,"Has this child EVER received special services to meet their developmental needs? Special services can include therapies such as speech, occupational, physical or behavioral or other services received to meet developmental needs. If yes, how old was this child whent they began receiving these special services? Is this child CURRENTLY receiving these special services?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,368.0
287,"Has a doctor, other health care provider, or educator EVER recommended that this child be evaluated for a Fetal Alcohol Spectrum Disorder? Examples of educators are teachers and school nurses Has this child EVER received an evaluation for a Fetal Alcohol Spectrum Disorder?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,273.0
288,"Do you have one or more persons you think of as this child’s personal doctor or nurse? A personal doctor or nurse is a health professional who knows this child well and is familiar with this child’s health history. This can be a general doctor, a pediatrician, a specialist doctor, a nurse practitioner, or a physician assistant.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,329.0
289,"DURING THE PAST 12 MONTHS, did this child need a referral to see any doctors or receive any services? How difficult was it to get referrals?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,140.0
290,"Answer the following questions only if this child had a health care visit IN THE PAST 12 MONTHS. Otherwise skip to question on page 11.  During the past 12months, how often did this child's doctors or other health care providers..","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,230.0
291,"DURING THE PAST 12 MONTHS, did you, another caregiver, or a health care provider need to make any decisions regarding this child’s health care, such as whether to get prescriptions, referrals, or procedures? If yes, DURING THE PAST 12 MONTHS, how often did this child's doctors or other health care providers..","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,310.0
292,"DURING THE PAST 12 MONTHS, did anyone help you arrange or coordinate this child’s care among the different doctors or services that this child uses?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,148.0
293,"DURING THE PAST 12 MONTHS, have you felt that you could have used extra help arranging or coordinating this child’s care among the different health care providers or services?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,175.0
294,"If yes, DURING THE PAST 12 MONTHS, how often did you get as much help as you wanted with arranging or coordinating this child’s health care?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,140.0
295,"DURING THE PAST 12 MONTHS, how satisfied were you with the communication between this child’s doctors and other health care providers?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,134.0
296,"DURING THE PAST 12 MONTHS, did this child’s health care provider communicate with the child’s school, child care provider, or special education program?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,152.0
297,"If yes, during this time, how satisfied were you with the health care provider’s communication with the school, child care provider, or special education program?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,162.0
298,"DURING THE PAST 12 MONTHS, was this child EVER covered by ANY kind of health insurance or health coverage plan?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,111.0
299,Is this child CURRENTLY covered by ANY kind of health insurance or health coverage plan?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,88.0
300,Is this child CURRENTLY covered by any of the following types of health insurance or health coverage plans?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,107.0
301,How often does this child’s health insurance offer benefits or cover services that meet this child’s needs?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,107.0
302,How often does this child’s health insurance allow them to see the health care providers they need?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,99.0
303,"Including co-pays and amounts reimbursed from Health Savings Accounts (HSA) and Flexible Spending Accounts (FSA), how much money did you pay for this child’s medical, health, dental, and vision care DURING THE PAST 12 MONTHS? Do not include health insurance premiums or costs that were or will be reimbursed by insurance or another source. How often are these costs reasonable?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,377.0
304,"DURING THE PAST 12 MONTHS, did your family have problems paying for any of this child’s medical or health care bills?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,117.0
305,"IN AN AVERAGE WEEK, how many hours do you or other family members spend providing health care at home for this child? Care might include changing bandages, or giving medication and therapies when needed.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,203.0
306,"IN AN AVERAGE WEEK, how many hours do you or other family members spend arranging or coordinating health or medical care for this child, such as making appointments or locating services?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,186.0
307,Answer the following question only if this child is at least 1 year old. Otherwise skip to on page 15.,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,102.0
308,Is this child 3 years old or older?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,35.0
309,Has this child started school? Include any formal home schooling,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,64.0
310,"How often can this child recognize the beginning sound of a word? For example, can this child tell you that the word “ball” starts with the “buh” sound?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,152.0
311,"How often can this child come up with words that start with the same sound? For example, can this child come up with ""sock"" and ""sun?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,133.0
312,How often can this child explain things they have seen or done so that you know what happened?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,94.0
313,"How often can this child write their first name, even if some of the letters aren’t quite right or are backwards?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,113.0
314,"How often can this child focus on a task you give them for at least a few minutes? For example, can this child focus on simple chores?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,134.0
315,"How often can this child read one-digit numbers? For example, can this child read the numbers 2 or 8?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,101.0
316,"How often can this child correctly do simple addition? For example, can this child tell you that two blocks and three blocks add to a total of five blocks?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,155.0
317,"How often can this child tell which group of objects has more? For example, can this child tell you a group of seven blocks has more than a group of four blocks?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,161.0
318,"If asked to count objects, how high can this child count correctly?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,67.0
319,About how many letters of the alphabet can this child recognize?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,64.0
320,"How well can this child come up with words that rhyme? For example, can this child come up with ""cat"" and ""mat?""","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,112.0
321,How often can this child recognize and name their own emotions?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,63.0
322,How often does this child have difficulty when asked to end one activity and start a new activity?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,98.0
323,How often does this child play well with other children?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,56.0
324,How often does this child lose their temper?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,44.0
325,How often does this child get easily distracted?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,48.0
326,How often does this child show concern when they see others who are hurt or unhappy?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,84.0
327,How often does this child have trouble calming down?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,52.0
328,How often does this child have difficulty waiting for their turn?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,65.0
329,How often does this child keep working at a task even when it is hard for them?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,79.0
330,How often does this child share toys or games with other children?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,66.0
331,How well can this child bounce a ball for several seconds?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,58.0
332,How well can this child draw a circle?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,38.0
333,How well can this child draw a face with eyes and mouth?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,56.0
334,"How well can this child draw a person with a head, body, arms, and legs?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,72.0
335,"Was this child born in the United States? If no, how long has this child been living in the United States?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,106.0
336,How many times has this child moved to a new address since they were born?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,74.0
337,How often does this child go to bed at about the same time on weeknights?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,73.0
338,"DURING THE PAST WEEK, how many hours of sleep did this child get during an average day (count both nighttime sleep and naps)?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,125.0
339,"DURING THE PAST WEEK, how many times did this child drink sugary drinks such as soda, fruit drinks, sports drinks, or sweet tea? Do not include 100% fruit juice","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,160.0
340,"DURING THE PAST WEEK, how many times did this child eat vegetables? Include any that were fresh, frozen, or canned. Do not include French fries, fried potatoes, or potato chips","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,176.0
341,"DURING THE PAST WEEK, how many times did this child eat fruit? Include any that were fresh, frozen, canned, or dried. Do not include juice.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,139.0
342,"ON MOST WEEKDAYS, how much time does this child spend playing outdoors? Include time spent playing in your yard or neighborhood, outside at school or child care, in a park, playground or other outdoor recreation area. Your best estimate is fine.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,245.0
343,"ON AN AVERAGE WEEKEND DAY, how much time does this child spend playing outdoors? Include time spent playing in your yard or neighborhood, in a park, playground or other outdoor recreation area. Your best estimate is fine","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,220.0
344,"ON MOST WEEKDAYS, about how much time did this child spend in front of a TV, computer, cellphone or other electronic device watching programs, playing games, accessing the internet or using social media? Do not include time spent doing schoolwork","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,246.0
345,"DURING THE PAST WEEK, how many days did you or other family members read to this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,87.0
346,"DURING THE PAST WEEK, how many days did you or other family members tell stories or sing songs to this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,109.0
347,How well do you think you are handling the day-to-day demands of raising children?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,82.0
348,"DURING THE PAST MONTH, how often have you felt.. a. That this child is much harder to care for than most children their age? b. That this child does things that really bother you a lot? c. Angry with this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",True,211.0
349,"DURING THE PAST 12 MONTHS, was there someone that you could turn to for day-to-day emotional support with parenting or raising children?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,136.0
350,"DURING THE PAST 12 MONTHS, did you or anyone in the family have to quit a job, not take a job, or greatly change your job because of problems with child care for this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,173.0
351,"DURING THE PAST WEEK, on how many days did all the family members who live in the household eat a meal together?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,112.0
352,"Does anyone living in your household use cigarettes, cigars, or pipe tobacco? If yes, does anyone smoke inside your home?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,121.0
353,Does anyone vape or use e-cigarettes inside your home?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,54.0
354,"SINCE THIS CHILD WAS BORN, how often has it been very hard to cover the basics, like food or housing, on your family’s income?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,126.0
355,Which of these statements best describes your household’s ability to afford the food you need DURING THE PAST 12 MONTHS?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,120.0
356,"Does this child receive SSI, that is, Supplemental Security Income? SSI is different from Social Security.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,106.0
357,"DURING THE PAST 12 MONTHS, was there a time when you were not able to pay the mortgage or rent on time?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,103.0
358,"DURING THE PAST 12 MONTHS, how often were you worried or stressed about being evicted, foreclosed on, or having your housing condemned?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,135.0
359,"DURING THE PAST 12 MONTHS, how many times has this child moved to a new address?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,80.0
360,"SINCE THIS CHILD WAS BORN, have they ever been homeless or lived in a shelter? Include living in a shelter, motel, temporary or transitional living situation, scattered site housing, or having no steady place to sleep at night.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,227.0
361,"In your neighborhood, is/are there.. a. Sidewalks or walking paths? b. A park or playground? c. A recreation center, community center, or boys' and girls' club? d. A library or bookmobile? e. Litter or garbage on the street or sidewalk? f. Poorly kept or rundown housing? g. Vandalism such as broken windows or graffiti?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",True,320.0
362,"To what extent do you agree with these statements about your neighborhood or community? a. People in this neighborhood help each other out b. We watch out for each other's children in this neighborhood c. This child is safe in our neighborhood d. Whe we encounter difficulties, we know where to go for help in our community","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",True,323.0
363,"The next questions are about events that may have happened during this child’s life. These things can happen in any family, but some people may feel uncomfortable with these questions. You may skip any questions you do not want to answer. To the best of your knowledge, has this child EVER experienced any of the following? a. Parent or guardian divorced or seperated b. Parent or guardian died c. Parent or guardian served time in jail or prison d. Saw or heard parents or adults slap, hit, kick, punch one another in the home e. Was a victim of violence or witnessed violence in their neighborhood f. Lived with anyone who was mentally ill, suicidal, or severely depressed g. Lived with anyone who had a problem with alcohol or drugs h. Treated or judged unfairly because of their race or ethnic group i. Treated or judged unfairly because of a health condition or diasbility.","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",True,878.0
364,"When your family faces problems, how often are you likely to do each of the following? a. Talk together about what to do b. Work together to solve our problems c. Know we have strengths to draw on d. Stay hopeful even in difficult times","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",True,236.0
365,"DURING THE PAST 12 MONTHS, has this child had any health care visits by video or phone? How are you related to this child?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,122.0
366,What is your sex?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,17.0
367,What is your age?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,17.0
368,Where were you born?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,20.0
369,What is the highest grade or level of school you have completed?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,64.0
370,What is your marital status?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,28.0
371,"In general, how is your physical health?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,40.0
372,"In general, how is your mental or emotional health?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,51.0
373,Which of the following best describes your current employment status? Mark (X) ONE box.,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,87.0
374,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or the National Guard?","National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,94.0
375,Were you deployed at any time during this child’s life?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,55.0
376,Does this child have another parent or adult caregiver who lives in this household?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,83.0
377,How is this other caregiver related to this child?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,50.0
378,What is this caregiver’s sex?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,29.0
379,What is this caregiver’s age?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,29.0
380,Where was this caregiver born?,"National Survey of Children's Health Topical Questionaire (Children, 0-5 years)",False,30.0
381,What is the highest grade or level of school this caregiver has completed?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,74.0
382,What is this caregiver’s marital status?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,40.0
383,"In general, how is this caregiver’s physical health?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,52.0
384,"In general, how is this caregiver’s mental or emotional health?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,63.0
385,Which of the following best describes this caregiver’s current employment status?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,81.0
386,"Has this caregiver ever served on active duty in the U.S. Armed Forces, Reserves, or the National Guard?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,104.0
387,Was this caregiver deployed at any time during this child’s life?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,65.0
388,"How many people are living or staying at this address? Include everyone who usually lives or stays at this address. Do NOT include anyone who is living somewhere else for more than two months, such as a college student living away or someone in the Armed Forces on deployment","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,275.0
389,"How many of these people in your household are family members? Family is defined as anyone related to this child by blood, marriage, adoption, or through foster care","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,165.0
390,"Income in 2023 Mark (X) the ""Yes"" box for EACH type of income this child’s family received, and give your best estimate of the TOTAL AMOUNT IN THE LAST CALENDAR YEAR. Mark (X) the ""No"" box to show types of income NOT received. a. Wages, salary, commissions, bonuses, or tips for all jobs. b. Self-employment income from own nonfarm businesses or farm business, including proprietorships and partnerships. c. Interest, dividends, net rental income, royalty income, or income from estates and trusts. d. Social Security or Railroad Retirement; retirement, survivor, or disability pensions. e. Supplemental Security Income (SSI); any public assistance or welfare payments from the state or local welfare office. f. Any other sources of income received regularly such as Veterans' (VA) payments, unemployment compensation, child support, or alimony.","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",True,845.0
391,"The following question is about your 2023 income. Think about your total combined family income IN THE LAST CALENDAR YEAR for all members of the family. What is that amount before taxes? Include money from jobs, child support, social security, retirement income, unemployment payments, public assistance, and so forth. Also, include income from interest, dividends, net income from businesses, farm or rent, and any other money income received","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,443.0
392,"In general, how would you describe this child’s health (the one named above)?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,77.0
393,How would you describe the condition of this child’s teeth?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,59.0
394,"DURING THE PAST 12 MONTHS, has this child had FREQUENT or CHRONIC difficulty with any of the following? a. Breathing or other respiratory problems (such as wheezing or shortness of breath) b. Eating or swallowing because of a health condition c. Digesting food, including stomach/intestinal problems, constipation, or diarrhea d. Repeated or chronic physical pain, including headaches or other back or body pain e. Toothaches f. Bleeding gums g. Decayed teeth or cavities","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",True,471.0
395,"Does this child have any of the following? a. Serious difficulty concentrating, remembering, or making decisions because of a physical, mental, or emotional condition b. Serious difficulty walking or climbing stairs d. Deafness or problems with hearing e. Blindness or problems with seeing, even when wearing glasses. c. Difficulty dressing or bathing ","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",True,352.0
396,"Has a doctor or other health care provider EVER told you that this child has... Allergies (such as food, drug, insect, seasonal, or other)? If yes, does this child CURRENTLY have the condition? If yes, is it Asthma? If yes, does the child CURRENTLY have the condition? If yes, is it Autoimmune disease (such as Type 1 Diabetes, Celiac, or Juvenile Idiopathic Arthritis)? Cerebral Palsy? Type 2 Diabetes? Epilepsy or Seizure Disorder? Heart Condition? Tourette Syndrome? Anxiety Problems? Depression? Down Syndrome? Blood Disorders (such as Sickle Cell Disease, Thalassemia, or Hemophilia)?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,589.0
397,Were any of these blood disorders identified through a blood test done shortly after birth? Cystic Fibrosis?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,108.0
398,Was this condition identified through a blood test done shortly after birth? These tests are sometimes called newborn screening,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,127.0
399,Fetal Alcohol Spectrum Disorder (FASD)?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,39.0
400,"Has a doctor, other health care provider, or educator EVER told you that this child has... Examples of educators are teachers and school nurses. Behavioral or Conduct Problems? Developmental Delay? Intellectual Disability (formerly known as Mental Retardation)? Speech or other language disorder? Learning Disability?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,317.0
401,Has a doctor or other health care provider EVER told you that this child has Autism or Autism Spectrum Disorder (ASD)? Include diagnoses of Asperger’s Disorder or Pervasive Developmental Disorder (PDD).,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,202.0
402,"How old was this child when a doctor or other health care provider FIRST told you that they had Autism, ASD, Asperger’s Disorder or PDD?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,136.0
403,"What type of doctor or other health care provider was the FIRST to tell you that this child had Autism, ASD, Asperger’s Disorder or PDD?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,136.0
404,"Is this child CURRENTLY taking medication for Autism, ASD, Asperger’s Disorder or PDD?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,86.0
249,"At any time DURING THE PAST 12 MONTHS, did this child receive behavioral treatment for Autism, ASD, Asperger’s Disorder or PDD, such as training or an intervention that you or this child received to help with their behavior?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,224.0
405,"Has a doctor or other health care provider EVER told you that this child has Attention Deficit Disorder or Attention-Deficit/Hyperactivity Disorder, that is, ADD or ADHD?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,170.0
406,Is this child CURRENTLY taking medication for ADD or ADHD?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,58.0
407,"At any time DURING THE PAST 12 MONTHS, did this child receive behavioral treatment for ADD or ADHD, such as training or an intervention that you or this child received to help with their behavior?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,196.0
408,"Do you think this child has EVER had a concussion or brain injury? A concussion or brain injury is when a blow or jolt to the head causes problems such as headaches, dizziness, being dazed or confused, difficulty remembering or concentrating, vomiting, blurred vision, changes in mood or behavior, or being knocked out","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,318.0
252,"DURING THE PAST 12 MONTHS, how often have this child’s health conditions or problems affected their ability to do things other children their age do?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,149.0
253,To what extent do this child’s health conditions or problems affect their ability to do things?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,95.0
254,Was this child born more than 3 weeks before their due date?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,60.0
255,What month and year was this child born?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,40.0
409,How much did they weigh when born? Answer in pounds and ounces OR kilograms and grams. Your best estimate is fine.,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,114.0
410,"DURING THE PAST 12 MONTHS, did this child see a doctor, nurse, or other health care professional for sick-child care, well-child check-ups, physical exams, hospitalizations or any other kind of medical care? Include health care visits done by video or phone","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,257.0
262,"If yes, DURING THE PAST 12 MONTHS, how many times did this child visit a doctor, nurse, or other health care professional to receive a PREVENTIVE check-up? A preventive check-up is when this child was not sick or injured, such as an annual or sports physical, or well-child visit.","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,280.0
411,"Thinking about the LAST TIME you took this child for a PREVENTIVE check-up, about how long was the doctor or health care provider who examined this child in the room with you? Your best estimate is fine","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,202.0
412,What is this child’s CURRENT height? Your best estimate is fine,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,63.0
413,How much does this child CURRENTLY weigh? Your best estimate is fine,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,68.0
264,Are you concerned about this child’s weight?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,44.0
265,Has a doctor or other health care provider ever told you that this child is overweight?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,87.0
414,"DURING THE PAST 12 MONTHS, did this child engage in any of the following? a. Skipping meals or fasting (Do NOT include skipping meals or fasting for religious reasons) b. Having low interest in food c. Extremely picky eating d. Binge eating e. Purging or vomiting after eating f. Using diet pills, laxatives, or diuretics (water pills) to lose or maintain weight without a doctor's orders g. Over-exercising h. Not eating due to fear of vomiting or choking","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",True,456.0
415,"DURING THE PAST 12 MONTHS, how concerned were you about this child engaging in these behaviors?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,95.0
416,"DURING THE PAST 12 MONTHS, how concerned was this child about their weight, body shape, or body size?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,101.0
269,Is there a place you or another caregiver USUALLY take this child when they are sick or you need advice about their health?,"National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,123.0
270,"If yes, where does this child USUALLY go first?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,47.0
417,"Is there a place that this child USUALLY goes when they need routine preventive care, such as a physical examination or well-child check-up?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,140.0
418,"If yes, is this the same place this child goes when they are sick?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,66.0
419,"DURING THE PAST 2 YEARS, has this child received a vision screening from a care provider other than an eye doctor? The screening could have occurred at a pediatrician’s office, in a school, preschool/child care center, or a community setting, using pictures, shapes, letters, or a camera like tool","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,297.0
420,"If yes, was it recommended that this child see an eye doctor or other eye care provider for an eye examination or additional vision services as a result of the vision screening? An eye doctor may be referred to as an optometrist or ophthalmologist","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,247.0
421,"DURING THE PAST 2 YEARS, has this child seen an eye doctor? An eye doctor may be referred to as an optometrist or ophthalmologist.","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,130.0
422,"DURING THE PAST 12 MONTHS, did this child see a dentist or other oral health care provider for any kind of dental or oral health care?","National Survey of Children's Health Topical Questionaire (Chilren, 6-11)",False,134.0
