question_id,question_text,survey_key
Q0794,"Thinking of the primary nursing position you held on December 31, 2021, to what extent did you... Focus on quality improvement",National Sample Survey of Registered Nurses (NSSRN)
Q0795,"Thinking of the primary nursing position you held on December 31, 2021, to what extent did you observe your organization doing the following? Answer only about 2021.",National Sample Survey of Registered Nurses (NSSRN)
Q0796,"Promoting evidence-based care (care that utilizes best practices and clinical decisions supported by scientific research and clinical expertise) Promoting patient-centered care (care that is responsive to patient preferences, needs and values, and ensures that patientvalues guide clinical decisions) Promoting team-based care (comprehensive health services by at least two health professionals working collaboratively to provide safe, quality care) Promoting value-based care (care that improves health outcomes relative to the cost of care) Promoting population-based health (care that focuses on the health status and needs of a target population possessing similar health concerns or characteristics) Promoting quality improvement",National Sample Survey of Registered Nurses (NSSRN)
Q0797,"Have you received training in the following areas through formal education, work or professional development? Evidence-based care (care that utilizes best practices and clinical decisions supported by scientific research and clinical expertise) Patient-centered care (care that is responsive to patient preferences, needs and values, and ensures that patient values guide clinical decisions); Team-based care (comprehensive health services by at least two health professionals working collaboratively to provide safe, quality care);  Value-based care (care that improves health outcomes relative to the cost of care); Population-based health care (care that focuses on the health status and needs of a target population possessing similar health concerns or characteristics); Working in an underserved community; Caring for medically complex/special needs patients; Social determinants of health (e.g., impact of race and socioeconomic status); Caring for patients with mental health conditions; Caring for patients with substance use disorders; Quality improvement; Practice management and administration",National Sample Survey of Registered Nurses (NSSRN)
Q0798,"Are you satisfied with the level of training you have received in the following areas? Evidence-based care (care that utilizes best practices and clinical decisions supported by scientific research and clinical expertise) Patient-centered care (care that is responsive to patient preferences, needs and values, and ensures that patient values guide clinical decisions); Team-based care (comprehensive health services by at least two health professionals working collaboratively to provide safe, quality care); Value-based care (care that improves health outcomes relative to the cost of care); Population-based health care (care that focuses on the health status and needs of a target population possessing similar health concerns or characteristics); Working in an underserved community; Caring for medically complex/special needs patients; Social determinants of health (e.g., impact of race and socioeconomic status); Caring for patients with mental health conditions; Caring for patients with substance use disorders; Quality improvement; Practice management and administration.",National Sample Survey of Registered Nurses (NSSRN)
Q0799,"In 2021, which of the following educational benefits did your employer offer to support your professional development?",National Sample Survey of Registered Nurses (NSSRN)
Q0800,Please estimate your 2021 pre-tax annual earnings from your primary nursing position,National Sample Survey of Registered Nurses (NSSRN)
Q0801,"In 2021, were you represented by a labor union or collective bargaining unit in the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0802,"How satisfied were you with the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0803,"Did you hold the same primary nursing position from January 1, 2020 through December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0804,"Thinking about the primary nursing position you held on December 31, 2021, have you EVER felt burned out?",National Sample Survey of Registered Nurses (NSSRN)
Q0805,"Thinking about the primary nursing position you held on December 31, 2021, which of the following best describes your feelings of burnout during the coronavirus pandemic?",National Sample Survey of Registered Nurses (NSSRN)
Q0806,"Have you left the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0807,"Which of the following reasons contributed to your decision to LEAVE the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0808,Did you continue to work in nursing after leaving this position?,National Sample Survey of Registered Nurses (NSSRN)
Q0809,"How long do you plan to work in NURSING in the geographic area of the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0810,Approximately when do you plan to retire from nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0811,"Have you ever considered leaving the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0812,"How long do you plan to work in NURSING in the geographic area of the primary nursing position you held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0813,Which of the following reasons would contribute to your decision to LEAVE your primary nursing position?,National Sample Survey of Registered Nurses (NSSRN)
Q0814,What factors contribute to your decision to REMAIN in your primary nursing position?,National Sample Survey of Registered Nurses (NSSRN)
Q0815,Approximately when do you plan to retire from nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0816,"In addition to your primary nursing position, were you working for pay in nursing in any OTHER positions on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0817,"For any of the other nursing position(s) you held on December 31, 2021, were you employed as a traveling nurse?",National Sample Survey of Registered Nurses (NSSRN)
Q0818,"For the other position(s) you held on December 31, 2021, which of the following best describes your employment situation(s) in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0819,"What type(s) of work setting(s) best describe(s) where you worked for the other nursing position(s) held on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0820,"Across all of the other nursing positions you held on December 31, 2021 how many weeks did you work in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0821,"Across all of the other nursing positions you held on December 31, 2021, on average how many hours per week did you work in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0822,"Across all of the other nursing positions you held on December 31, 2021, in what state was most of the work done in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0823,Please estimate your 2021 pre-tax annual earnings from all of the nursing positions that you reported about in THIS SECTION,National Sample Survey of Registered Nurses (NSSRN)
Q0824,"On December 31, 2021, did you have an active certification, licensure, or other legal recognition to practice as a Nurse Practitioner (NP) from a STATE BOARD OF NURSING?",National Sample Survey of Registered Nurses (NSSRN)
Q0825,"What U.S. state(s) issued the active NP license(s), certification(s), or recognition(s)?",National Sample Survey of Registered Nurses (NSSRN)
Q0826,Do you have a National Provider Identifier (NPI) number?,National Sample Survey of Registered Nurses (NSSRN)
Q0827,Do you or have you ever billed under your NPI number?,National Sample Survey of Registered Nurses (NSSRN)
Q0828,To what extent did your education prepare you to be a Licensed Independent Practitioner (LIP)?,National Sample Survey of Registered Nurses (NSSRN)
Q0829,Did you complete an NP post-graduate residency or fellowship program?,National Sample Survey of Registered Nurses (NSSRN)
Q0830,Have you ever precepted any NP students?,National Sample Survey of Registered Nurses (NSSRN)
Q0831,When did you precept the NP student(s)?,National Sample Survey of Registered Nurses (NSSRN)
Q0832,"In 2021, how many NP students did you precept?",National Sample Survey of Registered Nurses (NSSRN)
Q0833,"In 2021, how many hours of YOUR TIME did you spend precepting students to meet their clinical requirements?",National Sample Survey of Registered Nurses (NSSRN)
Q0834,"Did you receive any remuneration (e.g. money, tuition reduction, free CEs, etc.) to precept NP students in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0835,Which of the following types of remuneration did you receive in 2021?,National Sample Survey of Registered Nurses (NSSRN)
Q0836,"On December 31, 2021, were you employed in an NP position that required state certification/licensure/recognition?",National Sample Survey of Registered Nurses (NSSRN)
Q0837,"In any of the NP position(s) you held on December 31, 2021, did you provide patient care?",National Sample Survey of Registered Nurses (NSSRN)
Q0838,"Across ALL of the NP positions you held on December 31, 2021, about how many patients did you see in a typical day in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0839,"Did the primary NP position you held on December 31, 2021, include any patient care?",National Sample Survey of Registered Nurses (NSSRN)
Q0840,"In 2021, was a physician required to SIGN OFF ON ANY of the patients you saw in your primary NP position?",National Sample Survey of Registered Nurses (NSSRN)
Q0841,"In 2021, was a physician required to SIGN OFF ON ALL of the patients you saw in your primary NP position?",National Sample Survey of Registered Nurses (NSSRN)
Q0842,"In 2021, was a physician required to SEE ANY of the patients you saw in your primary NP position?",National Sample Survey of Registered Nurses (NSSRN)
Q0843,"In 2021, was a physician required to SEE ALL of the patients you saw in your primary NP position?",National Sample Survey of Registered Nurses (NSSRN)
Q0844,"In the primary NP position you held on December 31, 2021, did you have a panel of patients that you managed, where you were the primary provider?",National Sample Survey of Registered Nurses (NSSRN)
Q0845,"In the primary NP position you held on December 31, 2021, on average, about how many patients were on your panel in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0846,"In the primary NP position you held on December 31, 2021, what percentage of your panel were patients from racial/ethnic minority groups in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0847,"In the primary NP position you held on December 31, 2021, what percentage of your panel were patients with limited English proficiency in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0848,"Thinking about the primary NP position you held on December 31, 2021, please estimate the percentage of your patient panel that was covered by the following types of insurance in 2021",National Sample Survey of Registered Nurses (NSSRN)
Q0849,"In the primary NP position that you held on December 31, 2021, did you have the title Hospitalist in 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0850,"Did you have hospital admitting privileges on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0851,"Were you covered by malpractice insurance on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0852,Who paid for your malpractice insurance?,National Sample Survey of Registered Nurses (NSSRN)
Q0853,"Did you have FULL prescriptive authority on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0854,"Did you have an x-waiver on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0855,Why didn’t you have FULL prescriptive authority?,National Sample Survey of Registered Nurses (NSSRN)
Q0856,"On December 31, 2021 did you have a personal Drug Enforcement Administration (DEA) number?",National Sample Survey of Registered Nurses (NSSRN)
Q0857,"What are the reasons that you were not employed in an NP position that required state certification, licensure, or recognition?",National Sample Survey of Registered Nurses (NSSRN)
Q0858,"What are the primary reasons you were not working in a nursing position for pay on December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0859,What are your intentions regarding paid work in nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0860,How long have you been actively looking for paid work in nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0861,Are you looking for a position that is full-time or part-time?,National Sample Survey of Registered Nurses (NSSRN)
Q0862,When do you plan to return to paid work in nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0863,Have you ever been employed or self-employed in nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0864,In what year were you last employed or self-employed as a nurse?,National Sample Survey of Registered Nurses (NSSRN)
Q0865,How many years have you worked in nursing since receiving your first U.S. RN license?,National Sample Survey of Registered Nurses (NSSRN)
Q0866,Have you left work in nursing since becoming an RN?,National Sample Survey of Registered Nurses (NSSRN)
Q0867,"Were you employed in nursing on December 31, 2020?",National Sample Survey of Registered Nurses (NSSRN)
Q0868,"For the primary nursing position you held on December 31, 2020, did you work full-time or part-time in 2020?",National Sample Survey of Registered Nurses (NSSRN)
Q0869,"How would you describe the primary nursing position you held on December 31, 2020?",National Sample Survey of Registered Nurses (NSSRN)
Q0870,"What was the location of the primary nursing position you held on December 31, 2020?",National Sample Survey of Registered Nurses (NSSRN)
Q0871,What were the primary reason(s) for your employment change?,National Sample Survey of Registered Nurses (NSSRN)
Q0872,"Which one of the following best describes the employment setting of the primary nursing position you held on December 31, 2020?",National Sample Survey of Registered Nurses (NSSRN)
Q0873,"Were you employed in nursing at any time between March 1, 2020 and December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0874,"Between March 1, 2020 and December 31, 2021, which of the following did you experience DUE TO THE CORONAVIRUS PANDEMIC?",National Sample Survey of Registered Nurses (NSSRN)
Q0875,"At any time between March 1, 2020 and December 31, 2021, did you decide to leave work in nursing DUE TO THE CORONAVIRUS PANDEMIC?",National Sample Survey of Registered Nurses (NSSRN)
Q0876,"Which of the following reasons contributed to why you left work in nursing between March 1, 2020 and December 31, 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0877,Did you intend to return to work in nursing?,National Sample Survey of Registered Nurses (NSSRN)
Q0878,"How often did you feel burned out by your work in nursing in 2019, 2020, and 2021?",National Sample Survey of Registered Nurses (NSSRN)
Q0879,"At any point in 2020 or 2021, were you required to receive a COVID-19 test to conduct your work in nursing?",National Sample Survey of Registered Nurses (NSSRN)
Q0880,"As of December 31, 2021, had you ever been tested for COVID-19?",National Sample Survey of Registered Nurses (NSSRN)
Q0881,Has a doctor or other health care provider ever told you that you have COVID-19?,National Sample Survey of Registered Nurses (NSSRN)
Q0882,"As of December 31, 2021, had you ever been hospitalized due to COVID-19?",National Sample Survey of Registered Nurses (NSSRN)
Q0883,"As of December 31, 2021, had you received at least one dose of a COVID-19 vaccine?",National Sample Survey of Registered Nurses (NSSRN)
Q0884,"e National Practitioner Data Bank (NPDB), is a nationwide repository of negative actions taken against health care professionals. Its primary function is to aid employers in making well-informed hiring decisions. Currently, certain entities are required to query the NPDB on physicians and dentists, prior to making decisions on hiring and clinical privileges. Do you think the query requirement should be expanded to other health care professions?",National Sample Survey of Registered Nurses (NSSRN)
Q0885,Have you been reported to the NPDB?,National Sample Survey of Registered Nurses (NSSRN)
Q0886,Who submitted the report(s)?,National Sample Survey of Registered Nurses (NSSRN)
Q0887,Did the NPDB report impact your career?,National Sample Survey of Registered Nurses (NSSRN)
Q0888,"When making hiring decisions, do you feel that health care employers should consider prior negative health care related actions taken against prospective employees?",National Sample Survey of Registered Nurses (NSSRN)
Q0889,e NPDB collects reports on adverse actions taken against a physician that affect that physician’s clinical privileges. Many Nurse Practitioners currently perform job functions similar to physicians. Do you feel the NPDB should also collect reports on adverse actions against a Nurse Practitioner that could affect their clinical privileges?,National Sample Survey of Registered Nurses (NSSRN)
Q0890,"Do you think Nurse Practitioners who are supervised by a physician should be subject to the same reporting requirements as physicians, less strict reporting requirements, or more strict reporting requirements?",National Sample Survey of Registered Nurses (NSSRN)
Q0891,Do you have clinical privileges at a hospital or some other healthcare facility?,National Sample Survey of Registered Nurses (NSSRN)
Q0893,"Where did you live on December 31, 2021?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0894,"Where did you live on December 31, 2020?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0895,What is your sex?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0896,What is the year of your birth?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0897,"Are you of Hispanic, Latino, or Spanish origin?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0898,What is your race?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0899,"What languages do you speak fluently, other than English?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0900,What is your marital status?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0901,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0902,"Which of the following best describes the dependents (children, parents, etc.) who either live at home with you or for whom you provide A SIGNIFICANT AMOUNT OF CARE?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0903,"Including employment earnings, investment earnings, and other income of all household members, what was your 2021, pre-tax annual total household income?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0904,Which of the following grades does this school offer?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0905,"Excluding prekindergarten, postsecondary, and adult education students, around October 1, 2020, how many students were enrolled in this school?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0906,"For this school year (2020-21), what is the Average Daily Attendance (ADA) percentage at this school?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0907,What is the official start and end time for MOST students at this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0908,How many days are in a TYPICAL SCHOOL WEEK for students in this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0909,How many days are in the SCHOOL YEAR for students in this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0910,Which of the following best describes this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0911,Is this school a public CHARTER school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0912,Which of the following best describes the governance structure of this public charter school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0913,Does this school currently have any students enrolled in kindergarten?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0914,"How long is the school day for a kindergarten, transitional kindergarten, or transitional first grade student?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0915,"How many days are in a TYPICAL SCHOOL WEEK for kindergarten, transitional kindergarten, or transitional first grade students in this school?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0916,Does this school have a library media center?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0917,"During the 2019-20 school year, how did the coronavirus pandemic affect instruction in this school?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0918,Which of the following best describes how classes are normally taught at this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0919,Does this school normally offer any classes that are taught entirely online with no in person instruction?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0920,About what percentage of students are typically enrolled in at least one online class?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0921,Does this school have a magnet program?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0922,Is this a school-wide magnet program in which all students in this school participate in the program?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0923,Is the magnet program focused on...?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0924,"Does this school offer the following? Different instructional approaches (e.g., mixed-ability grouping, self-paced instruction, ungraded classrooms, etc.); A dual-language or foreign language immersion program (A program in which the goal of instruction is that students are proficient in two languages); Are the following before-school or after-school programs or services currently available for students in any of grades K-12, or comparable ungraded levels, regardless of funding source at this school?; A program or service providing instruction beyond the normal school day for students who NEED academic ASSISTANCE; A program or service providing instruction beyond the normal school day for students who SEEK academic ADVANCEMENT or ENRICHMENT; Extended-day care; School-related activities and clubs (e.g., yearbook club, school dance committee, etc.)",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0925,"Around October 1, 2020, how many teachers were teaching in grades K-12 and/or comparable ungraded levels at this school in the following time categories?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0926,"Around October 1, 2020, how many staff held full-time or part-time positions or assignments in this school in each of the following categories?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0927,"Around October 1, 2020, how many staff held full-time or part-time positions or assignments in this school in each of the following categories?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0928,"Do any of the teachers or staff have the following specialist assignments working with students in this school? Reading specialist, Math Specialist, Science specialist",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0929,"Do any of the teachers or staff have the following coaching assignments working with teachers in this school? Reading coach, Math coach, Science coach, General instructional/Not subject-specific coach",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0930,"For THIS school year (2020-21), how easy or difficult was it to fill teaching vacancies in each of the following fields?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0931,"Around October 1, 2020, did you have any newly-hired teachers, that is, employees that were not employed as teachers at THIS SCHOOL last year?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0932,How many teachers were newly-hired by this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0933,"Of those newly-hired teachers, how many were in their first year of teaching?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0934,Does this school grant high school diplomas?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0935,"For high school graduates of the class of 2021, does this school or district have a community service requirement for a standard diploma?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0936,What is the minimum number of community service hours required of the high school graduates in the class of 2021?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0937,"Of the students enrolled in grades K-12 in this school, do any have an Individual Education Plan (IEP) because they have disabilities or special needs?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0938,How many students have an Individual Education Plan (IEP) because they have disabilities or special needs?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0939,Does this school PRIMARILY SERVE students with disabilities?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0940,How many students with an Individual Education Plan (IEP) because they have disabilities or special needs are in each of the following instructional settings?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0941,"Of the students enrolled in this school as of October 1, 2020, have any been identified as English language learners (ELL), also known as limited-English proficient (LEP)?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0942,How many ELL or LEP students are enrolled in this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0943,Does this school have instruction specifically designed to address the needs of ELL or LEP students?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0944,"Are ELL or LEP students taught English using ESL, bilingual, or immersion techniques?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0945,Are ELL or LEP students taught English in regular English-speaking classrooms?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0946,"Does this school participate in the National School Lunch Program (that is, the federal free or reduced-price lunch program)?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0947,"Around October 1, 2020, did you have any PREKINDERGARTEN students enrolled in this school?",National Teacher and Principal Survey (NTPS) School Questionnaire
Q0948,How many PREKINDERGARTEN students were enrolled in this school?,National Teacher and Principal Survey (NTPS) School Questionnaire
Q0950,What was the percentage of PREKINDERGARTEN students at this school APPROVED for free or reduced-price lunches under the National School Lunch Program?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0951,"Around October 1, 2020, what was the percentage of K-12 students at this school APPROVED for free or reduced-price lunches under the National School Lunch Program?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0952,What is the count of students whose National School Lunch Program eligibility was determined through direct certification?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0953,Does this school provide a free lunch for ALL students as part of the National School Lunch Program’s Community Eligibility Option?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0954,"Around October 1, 2020, did any students enrolled in this school receive Title I services at this school or at any other location?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0955,How many PREKINDERGARTEN students at this school participate in the Title I program?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0956,How many students at this school in GRADES K-12 participate in the Title I program?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0957,Are students receiving Title I services in – Reading or language arts? Mathematics? English as a Second Language (ESL)?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0958,"How many designated Title I teachers were teaching AT THIS SCHOOL around October 1, 2020?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0959,What is the name of the person who completed most of this questionnaire?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0960,What is his or her job title?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0961,What is his or her work e-mail address?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0962,What is the school’s phone number?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0963,Please enter the date your school completed this questionnaire,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0964,"Please indicate how much time it took your school to complete this form, not counting interruptions.",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0965,"Around October 1, 2020, how many students were enrolled in each of the following grade levels?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0966,"Around October 1, 2020, how many students were enrolled in each of the following grade levels?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0967,"Around October 1, 2020, what was the total number of students enrolled in this school or program?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0968,"Of the total number of students enrolled in grades K-12 and comparable ungraded levels in this school or program around October 1, 2020, how many students are",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0969,Is this school or program coeducational?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0970,"Of the total number of students enrolled in grades K-12 and comparable ungraded levels in this school or program around October 1, 2020, how many students are MALE?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0971,"During the LAST school year (2019-20), were any students enrolled in 12th grade?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0972,"How many students were enrolled in 12th grade around October 1, 2019?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0973,"LAST school year (2019-20), did you have any students that graduated from the 12th grade with a diploma?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0974,How many students graduated from the 12th grade with a diploma LAST school year (2019-20)?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0975,"Of those who graduated with a diploma LAST school year (2019-20), approximately what percentage went to four-year colleges?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0976,What is the official start and end time for MOST students at this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0977,How many days are in a TYPICAL SCHOOL WEEK for students in this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0978,How many days are in the SCHOOL YEAR for students in this school or program?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0979,Which of the following best describes this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0980,Does this school currently have any students enrolled in kindergarten?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0981,"How long is the school day for a kindergarten, transitional kindergarten, or transitional first grade student?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0982,"How many days are in a TYPICAL SCHOOL WEEK for kindergarten, transitional kindergarten, or transitional first grade students in this school?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0983,Does this school have a library media center?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0984,"During the 2019-20 school year, how did the coronavirus pandemic affect instruction in this school?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0985,Which of the following best describes how classes are normally taught at this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0986,Does this school normally offer any classes that are taught entirely online with no in person instruction?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0987,About what percentage of students are typically enrolled in at least one online class?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0988,"Does this school offer the following? Different instructional approaches (e.g., mixed-ability grouping, self-paced instruction, ungraded classrooms, etc.)",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0989,A dual-language or foreign language immersion program (A program in which the goal of instruction is that students are proficient in two languages),National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0990,"Are the following before-school or after-school programs or services currently available for students in any of grades K-12, or comparable ungraded levels, regardless of funding source at this school? A program or service providing instruction beyond the normal school day for students who NEED academic ASSISTANCE; A program or service providing instruction beyond the normal school day for students who SEEK academic ADVANCEMENT or ENRICHMENT; Extended-day care; School-related activities and clubs (e.g., yearbook club, school dance committee, etc.)",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0991,Is a major role of this school or program to support homeschooling?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0992,Is this school or program located in a private home that is used primarily as a family residence?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0993,Do any students board at this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0994,How many students board at this school?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0995,Does this school charge tuition for any students?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0996,"Does this school have any policy for modifying or discounting tuition rates, such as on the basis of additional students from the same family, financial need, or church membership?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0997,How many students receive a modified or discounted tuition rate on the basis of FINANCIAL NEED?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0998,What is the highest ANNUAL tuition charged by this school for a full-time student?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q0999,Does this school or program have a religious orientation or purpose?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1000,Is this school or program affiliated with a religious organization or institution?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1001,What is this school’s or program’s religious orientation or affiliation?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1002,To which of the following associations or organizations does this school or program belong?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1003,To which of the following associations or organizations does this school or program belong?,National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1004,"Around October 1, 2020, how many staff were teaching in grades K-12 and/or comparable ungraded levels at this school or program in the following time categories?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1005,"Around October 1, 2020, how many staff held full-time or part-time positions or assignments in this school in each of the following categories?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
Q1006,"Around October 1, 2020, how many staff held full-time or part-time positions or assignments in this school in each of the following categories?",National Teacher and Principal Survey (NTPS) Private School Questionnaire
