survey,survey_q_id,question_text,pair_count,has_consolidable_path,has_f1_path,best_is_f2,all_f3,best_feasibility
FOODAPS,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",9,False,False,False,True,F3
FOODAPS,FOODAPS_30,Is your spouse a member of this household?,4,False,False,False,True,F3
FOODAPS,FOODAPS_271,"Last week, did NAME do any work for either pay or profit? ",3,True,False,True,False,F2
FOODAPS,FOODAPS_183,"Last week, did you do any work for either pay or profit? ",7,True,True,False,False,F1
FOODAPS,FOODAPS_63,"Last week, was NAME enrolled in school as a full-time or part-time student, or was NAME not enrolled in school?",5,True,False,True,False,F2
FOODAPS,FOODAPS_31,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",10,True,False,True,False,F2
FOODAPS,FOODAPS_111,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,3,False,False,False,True,F3
FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave time?",8,True,False,True,False,F2
FOODAPS,FOODAPS_103,On what date did [you/someone at this address] last receive benefits from SNAP?,1,True,True,False,False,F1
FOODAPS,FOODAPS_96,On what date did [you/you and names of SNAP group 1 from B1ba ] last receive [FILL IN STATE SNAP NAME] benefits?,1,True,False,True,False,F2
FOODAPS,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,3,False,False,False,True,F3
FOODAPS,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,4,False,False,False,True,F3
FOODAPS,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or is a guest that is visiting here temporarily.",4,False,False,False,True,F3
FOODAPS,FOODAPS_19,Please verify or enter correct age.,3,True,True,False,False,F1
FOODAPS,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,3,True,True,False,False,F1
FOODAPS,FOODAPS_102,Select the names of the people below that received benefits from SNAP during the last 12 months.,1,True,True,False,False,F1
FOODAPS,FOODAPS_106,"Select the names of the people listed below that currently receive WIC benefits, including infants and children",1,False,False,False,True,F3
FOODAPS,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,4,False,False,False,True,F3
FOODAPS,FOODAPS_130,"The following questions are about [FILL IN PRIMARY STORE NAME FROM C1], the store where you buy most of your groceries. How do you usually get to [FILL IN PRIMARY STORE NAME FROM C1]?",5,False,False,False,True,F3
FOODAPS,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,3,True,False,True,False,F2
FOODAPS,FOODAPS_33,"This week and next week are you attending classes for: (1)Middle/junior  high school (2) High School (3) Homeschool (4) Other school (college, technical school, etc.) (5) no, not attending classes",5,True,False,True,False,F2
FOODAPS,FOODAPS_64,"This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior high school (6) High school (7) Homeschool (7) Other school (college, technical school, etc.) (8) No, not attending classes",5,True,True,False,False,F1
FOODAPS,FOODAPS_269,Was Name on active duty ONLY FOR TRAINING in the Reserves or National Guard?,4,False,False,False,True,F3
FOODAPS,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text message?",3,False,False,False,True,F3
FOODAPS,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text message?",4,False,False,False,True,F3
FOODAPS,FOODAPS_167,Were you on active duty ONLY FOR TRAINING in the Reserves or National Guard?,8,True,False,True,False,F2
FOODAPS,FOODAPS_37,What are the first and last days of the school break or summer vacation?,10,False,False,False,True,F3
FOODAPS,FOODAPS_251,What is NAME’s email address?,3,False,False,False,True,F3
FOODAPS,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,3,True,False,True,False,F2
FOODAPS,FOODAPS_56,What is NAME’s relationship to you?,2,True,False,True,False,F2
FOODAPS,FOODAPS_287,What is the easiest way for you to tell us about NAME’s earnings from work before taxes and other deductions?,6,True,True,False,False,F1
FOODAPS,FOODAPS_214,What is the easiest way for you to tell us about your earnings from work before taxes and other deductions?,12,True,True,False,False,F1
FOODAPS,FOODAPS_67,"What is the level of school that NAME attend/s when not on a school break? (1) Primary or preschool (2) Kindergarten (3) Elementary/grade school (4) Middle/junior high school (5) High school (6) Other school (college, technical school, etc.)",5,True,True,False,False,F1
FOODAPS,FOODAPS_66,"What is the level of school that NAME attended before summer break? (0) Did not attend school  (1) Primary or preschool (2) Kindergarten (3) Elementary/grade school (4) Middle/junior high school (5) High school (6) Other school (college, technical school, etc.)",5,True,False,True,False,F2
FOODAPS,FOODAPS_36,What is the level of school that you attend when not on a school break?,5,True,True,False,False,F1
FOODAPS,FOODAPS_35,What is the level of school that you attended before summer break?,5,True,False,True,False,F2
FOODAPS,FOODAPS_275,What is the main reason NAME did not work last week?,5,True,False,True,False,F2
FOODAPS,FOODAPS_191,What is the main reason you did not work last week?,10,True,False,True,False,F2
FOODAPS,FOODAPS_65,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,5,False,False,False,True,F3
FOODAPS,FOODAPS_34,What is the reason you will not attend school this week and next week?,5,False,False,False,True,F3
FOODAPS,FOODAPS_290,What is your best estimate of the correct total amount that NAME received in income from earnings from work before taxes and other deductions last month?,6,False,False,False,True,F3
FOODAPS,FOODAPS_220,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes and other deductions last month?,12,True,False,True,False,F2
FOODAPS,FOODAPS_18,What is your date of birth?,2,True,True,False,False,F1
FOODAPS,FOODAPS_3,What is your email?,4,False,False,False,True,F3
FOODAPS,FOODAPS_2,What is your name?,5,True,True,False,False,F1
FOODAPS,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,3,True,False,True,False,F2
FOODAPS,FOODAPS_200,What shift or shifts do you work across all  jobs? Select all that apply.,8,False,False,False,True,F3
FOODAPS,FOODAPS_199,What shift or shifts do you work? Select all that apply,8,False,False,False,True,F3
FOODAPS,FOODAPS_280,What shift or shifts does NAME work across all  jobs?,8,False,False,False,True,F3
FOODAPS,FOODAPS_279,What shift or shifts does NAME work? Please check all that apply.,8,False,False,False,True,F3
FOODAPS,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",4,False,False,False,True,F3
FOODAPS,FOODAPS_122,Where do you do most of your food shopping when using your benefits from [FILL IN STATE SNAP NAME]?,1,False,False,False,True,F3
FOODAPS,FOODAPS_124,Where do you go to shop for most of your WIC items?,1,False,False,False,True,F3
FOODAPS,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your address over the next week. Include any babies or young children.",4,False,False,False,True,F3
FOODAPS,FOODAPS_95,You said there are three or more [FILL IN STATE SNAP NAME] cards in this household. Now we will ask about who in the household is assigned to the first three EBT cards. Select the names of the people below that receive [FILL SNAP] benefits together under the first three EBT cards.,1,False,False,False,True,F3
FOODAPS,FOODAPS_94,You said there are two [FILL IN STATE SNAP NAME] cards in this household. Now we will ask about who in the household is assigned to the two EBT cards. Select the names of the people below that receive [FILL SNAP] benefits together under those two EBT cards.,1,False,False,False,True,F3
FOODAPS,FOODAPS_93,You said there is one [FILL IN STATE SNAP NAME] card in this household. Now we will ask about who in the household is assigned to the EBT card. Select the names of the people below that receive [FILL SNAP] benefits together under that EBT card,1,True,False,True,False,F2
FOODAPS,FOODAPS_100,[Have you/Has anyone at this address] ever received benefits from SNAP?,1,True,False,True,False,F2
