question_id,question_text,embedding_index
3016,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) had any expenses for intracity mass transit?",3015
3017,"In the last SIX MONTHS, how much was (your/your household's) last expense for intracity mass transit?",3016
3018,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) had any expenses for taxi or cab fares?",3017
3019,"In the last SIX MONTHS, how much was (your/your household's) last expense for taxi or cab fares?",3018
3020,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) purchased any cigarettes?",3019
3021,"In the last SIX MONTHS, how much did (you/your household) spend on your last purchase of cigarettes?",3020
3022,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any cigars, smoking tobacco, or chewing tobacco?",3021
3023,"In the last SIX MONTHS, how much did (you/your household) spend on your last purchase of cigars, smoking tobacco, or chewing tobacco?",3022
3024,"(Now, please think about the last six months, since the first of (Six Months Ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any prescription drugs?",3023
3025,"In the last SIX MONTHS, how much did (you/your household) spend on your last purchase of prescription drugs?",3024
3026,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) had any expenses for checking account fees, annual credit card fees, or other bank services?",3025
3027,"In the last SIX MONTHS, how much was (your/your household's) last expense for checking account fees, annual credit card fees, or other bank services?",3026
3028,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago) have (you/you or anyone in your household) had any expenses for tax return preparation or other accounting services?",3027
3029,"In the last 12 MONTHS, how much was (your/your household's) last expense for tax return preparation or other accounting services?",3028
3030,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) purchased any electrical personal care appliances such as shavers or hair dryers?",3029
3031,"In the last 12 MONTHS, how much did (you/your household) spend on your last purchase of electrical personal care appliances such as shavers or hair dryers?",3030
3032,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) purchased any books, audio books, or ebooks",3031
3033,"In the last SIX MONTHS, how much did (you/your household) spend on your last purchase of books, audio books, or ebooks?",3032
3034,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any single copy newspapers or magazines?",3033
3035,"In the last SIX MONTHS, how much did (you/your household) spend on your last purchase of single copy newspapers or magazines?",3034
3036,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago) have (you/you or anyone in your household) purchased any newspaper or magazine subscriptions?",3035
3037,"In the last 12 MONTHS, how much did (you/your household) spend on your last purchase of newspaper or magazine subscriptions?",3036
3038,"(Now, please think about the last 12 months, since the first of 12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) purchased any sewing machines, fabric, or sewing supplies?",3037
3039,"In the last 12 MONTHS, how much did (you/your household) spend on your last purchase of sewing machines, fabric, or sewing supplies?",3038
3040,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for membership fees for sport or health clubs, fraternal organizations, shopping clubs, or online discount memberships?",3039
3041,"In the last 12 MONTHS, how much was (your/your household's) last expense for membership fees for sport or health clubs, fraternal organizations, shopping clubs, or online discount memberships?",3040
3042,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) had any expenses for personal care services such as haircuts, nail services, or tanning?",3041
3043,"In the last SIX MONTHS, how much was (your/your household's) last expense for personal care services such as haircuts, nail services, or tanning?",3042
3044,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) had any expenses for parking fees or tolls?",3043
3045,"In the last SIX MONTHS, how much was (your/your household's) last expense for parking fees or tolls?",3044
3046,"(Now, please think about the last six months, since the first of (Six Months Ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any movie, concert, museum, or theme park tickets?",3045
3047,"In the last SIX MONTHS, how much did (you/your household) last spend for movie, concert, museum, or theme park tickets?",3046
3048,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago), have (you/you or anyone in your household) purchased any admissions to sporting events?",3047
3049,"In the last 12 MONTHS, how much did (you/your household) last spend for admissions to sporting events? What is the name of the stadium, arena, or sporting venue?",3048
3050,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for automobile service clubs?",3049
3051,"In the last 12 MONTHS, how much was (your/your household's) last expense for automobile service clubs?",3050
3052,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for lodging while away from home such as hotels, motels, or vacation rentals?",3051
3053,"In the last 12 MONTHS, how much was (your/your household's) last expense for lodging away from home such as hotels, motels, or vacation rentals? What is the name of the hotel or place that you stayed? Was the reservation made directly from (Business name) or from a third party? What is the name of the company used to make the reservation?",3052
3054,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for fuel oil for household heating?",3053
3055,"In the last 12 MONTHS, how much was (your/your household's) last expense for fuel oil for household heating?",3054
3056,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for propane, firewood, coal, or charcoal used for household heating or cooking?",3055
3057,"In the last 12 MONTHS, how much was (your/your household's) last expense for propane, firewood, coal, or charcoal used for household heating or cooking?",3056
3058,"(Now, please think about the last 12 months, since the first of 12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for residential water and sewer service?",3057
3059,"In the last 12 MONTHS, how much was (your/your household's) last expense for residential water or sewer service?",3058
3060,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for garbage or trash collection service?",3059
3061,"In the last 12 MONTHS, how much was (your/your household's) last expense for garbage or trash collection service?",3060
3062,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) had any expenses for laundry or dry cleaning services?",3061
3063,"In the last SIX MONTHS, how much was (your/your household's) last expenses for laundry or dry cleaning services?",3062
3064,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) had any expenses for recreational lessons, classes, or instruction?",3063
3065,"In the last SIX MONTHS, how much was (your/your household's) last expense for recreational lessons, classes, or instruction?",3064
3066,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago) have (you/you or anyone in your household) had any expenses for motor vehicle maintenance, inspections, or towing?",3065
3067,"In the last 12 MONTHS, how much was (your/your household's) last expense for motor vehicle maintenance, inspections, or towing?",3066
3068,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for motor vehicle repair?",3067
3069,"In the last 12 MONTHS, how much was (your/your household's) last expense for motor vehicle repair?",3068
3070,"Now, please think about the last two years, since the first of (Month and Year, two years ago), have (you/you or anyone in your household) had any expenses for motor vehicle body work or paint?",3069
3071,"In the last TWO YEARS, how much was (your/your household's) last expense for motor vehicle body work or paint?",3070
3072,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) purchase any men's footwear?",3071
3073,"In the last SIX MONTHS, how much did (you/your household) last spend for men's footwear? What is the name of the business where this was last purchased?",3072
3074,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any women's footwear?",3073
3075,"In the last SIX MONTHS, how much did (you/your household) last spend for women's footwear?",3074
3076,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any boys' or girls' footwear?",3075
3077,"In the last SIX MONTHS, how much did (you/your household) last spend for boys' or girls' footwear?",3076
3078,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any household linens such as kitchen or bathroom towels, bedding, or tablecloths?",3077
3079,"In the last SIX MONTHS, how much did (you/your household) last spend for household linens such as kitchen or bathroom towels, bedding, or tablecloths?",3078
3080,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago) have (you/you or anyone in your household) had any expenses for catered events or board?",3079
3081,"In the last 12 MONTHS, how much was (your/your household's) last expense for catered events or board?",3080
3082,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for adult day care?",3081
3083,"In the last 12 MONTHS, how much was (your/your household's) last expense for adult day care?",3082
3084,"Since the first of (reference month), did (you/NAME) earn any income from wages or salary?",3083
3085,"In the past 12 months, including paid vacation and sick leave, how many weeks did (you/NAME) work?",3084
3086,"In the weeks that (you/NAME) worked, how many hours did (you/he/she) usually work per week?",3085
3087,"Which of the following categories best describes the job in which (you/NAME) received the most earnings during the past 12 months? 1. Administrator, manager 2. Teacher 3. Professional 4. Administrative support, including clerical 5. Sales, retail 6. Sales, business goods and services 7. Technician 8. Protective service 9. Private household service 10. Other service 11. Machine or transportation operator, laborer 12. Construction workers, mechanics 13. Farming 14. Forestry, fishing, groundskeeping 15. Armed Forces",3086
3088,"(Were/Was) (you/NAME): 1. An employee of a PRIVATE company, business, or individual working for wages or salary? 2. A Federal government employee? 3. A State government employee? 4. A local government employee? 5. Self-employed ^YourHisHer OWN business, partnership, professional practice, or farm? 6. Working WITHOUT PAY in a family business or farm?",3087
3089,"What was the main reason (you/NAME) did not work during the past 12 months? (Were/Was) (you/he/she) - 1. Retired? 2. Taking care of home/family? 3. Going to school? 4. Ill, disabled, unable to work? 5. Unable to find work? 6. Doing something else?",3088
3090,"The next few questions are about income DURING THE PAST 12 MONTHS, that is from (Date - one year ago) to (Yesterdays date)... Did (you/NAME) receive any wages, salary, tips, bonuses, or commissions?",3089
3091,How much did (you/NAME) receive before taxes?,3090
3092,"Could you tell me which range on CARD A best reflects (your/NAME's) total wages and salaries for ALL JOBS during the PAST 12 MONTHS? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$14,999 4. $15,000-$19,999 5. $20,000-$29,999 6. $30,000-$39,999 7. $40,000-$49,999 8. $50,000-$69,999 9. $70,000-$89,999 10. $90,000-$119,999 11. $120,000 and over",3091
3093,What was the amount of (your/NAME's) last pay before any deductions?,3092
3094,What period of time did this cover? 1. One week 2. Two weeks 3. Month 4. Quarter 5. Year 6. Twice a month 7. Other,3093
3095,Does the respondent have a paper or electronic pay check record present for (his / her / his/her/(name's)) last paycheck?,3094
3096,Was there any money deducted from (your/NAME's) pay for - Private pension fund?,3095
3097,Was there any money deducted from (your/NAME's) pay for - Government retirement?,3096
3098,Was there any money deducted from (your/NAME's) pay for - Railroad retirement?,3097
3099,Was there any money deducted from (your/NAME's) pay for - Social Security including Medicare?,3098
3100,Are Social Security payments NORMALLY deducted from (your/NAME's) pay?,3099
3101,Does the money deducted for Social Security cover only the Medicare portion of Social Security,3100
3102,"Other than Social Security, did any employer or union contribute to (your/NAME's) pension or retirement plan in the past 12 months?",3101
3103,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any self_x0002_employment income or have a loss?,3102
3104,"Could you tell me which range on CARD A best reflects (your/NAME's) income or loss from self-employment during the PAST 12 MONTHS? 0. Loss 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$14,999 4. $15,000-$19,999 5. $20,000-$29,999 6. $30,000-$39,999 7. $40,000-$49,999 8. $50,000-$69,999 9. $70,000-$89,999 10. $90,000-$119,999 11. $120,000 and over",3103
3105,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any Social Security or Railroad Retirement benefits?,3104
3106,What was the amount of the last Social Security or Railroad Retirement payment received?,3105
3107,"Could you tell me which range on CARD B best reflects the amount of (your/NAME's) last Social Security or Railroad Retirement payment during the PAST 12 MONTHS? 1. Less than $500 2. $500-$699 3. $700-$999 4. $1,000-$1,299 5. $1,300-$1,699 6. $1,700 and over",3106
3108,Is this amount AFTER the deduction for a Medicare premium?,3107
3109,"During the past 12 months, how many Social Security or Railroad Retirement payments did (you/NAME) receive?",3108
3110,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any - Supplemental Security Income (SSI) payments?,3109
3111,"Could you tell me which range on CARD C best reflects the amount (you/NAME) received in Supplemental Security income during the past 12 months? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3110
3112,"DURING THE PAST 12 MONTHS - Did (you/NAME) contribute any money to retirement plans such as 401(k)s or Individual Retirement Accounts, also known as IRAs? Do not include rollovers.",3111
3113,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any interest or dividends? Report even small amounts credited to an account.,3112
3114,"Could you tell me which range on CARD C best reflects the amount (you/you or any members of your household) received in interest or dividends during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3113
3115,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any net rental income or loss?,3114
3116,"Could you tell me which range on CARD C best reflects the total net rental income or loss during the PAST 12 MONTHS? 0. Loss 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,999-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3115
3117,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any royalty income or income from estates and trusts?,3116
3118,Could you tell me which range on CARD C best reflects the total amount received in royalty income or income from estates and trusts during the PAST 12 MONTHS?,3117
3119,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any retirement, survivor, or disability pensions?",3118
3120,"Could you tell me which range on CARD C best reflects the total amount received in retirement, survivor, or disability pensions during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3119
3121,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive income on a REGULAR basis from any other source such as Veteran's Administration (VA) payments, unemployment compensation, child support, or alimony?",3120
3122,What was the amount from all sources? (Do not include lump sum payments such as money from an inheritance or sale of a home.),3121
3123,"Could you tell me which range on CARD C best reflects the total amount received in Veteran's Administration (VA) payments, unemployment compensation, child support, or alimony during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3122
3124,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any lump sum payments from insurance, estates, trusts, royalties, child support, alimony, prizes or games of chance, or from persons outside your household? What was the total amount received (by all household members/)?",3123
3125,"Could you tell me which range on CARD C best reflects the total lump sum payments during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3124
3126,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any other money income, including money received from cash scholarship and fellowships, stipends not based on working, or from the care of foster children, not already reported? What was the total amount received (by all household members/)?",3125
3127,"Could you tell me which range on CARD C best reflects the total amount of other money income received during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3126
3128,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) PAY any inheritance or estate tax? What was the total amount PAID (by all household members/)?,3127
3129,DURING THE PAST 12 MONTHS - Did anyone in this household receive Food Stamps or a Food Stamp benefit card? Include government benefits from the Supplemental Nutritional Assistance Program (SNAP). Do NOT include WIC or the National School Lunch Program.,3128
3130,In how many of the past 12 months were food stamps or EBTs received?,3129
3131,What was the dollar value of the last food stamps or EBT received?,3130
3132,"DURING THE PAST 12 MONTHS - Did (you/you or any members of this household, including children,) receive any welfare payments or cash assistance from the state or local welfare office? Please include even if only for one month. Do NOT include benefits from food, energy, or rental assistance programs. What was the amount for the PAST 12 MONTHS?",3131
3133,"Could you tell me which range on CARD C best reflects the total amount of income from cash assistance from state or local government welfare programs during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",3132
3134,DURING THE PAST 12 MONTHS - Have (you/you or any members of your household) received any free meals at work as part of your pay? About what was the WEEKLY dollar value of these meals?,3133
3135,How many weeks did (you/you or any members of your household) receive such meals during the past 12 months?,3134
3136,"Do (you/you or any members of your household) have any retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans?",3135
3137,"As of TODAY -- What is the total value of all retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans that (you/your household) (own/owns)?",3136
3138,"Could you tell me which range on CARD D best reflects the total value of all retirement accounts such as 401(k)s, IRAs, and Thrift Savings Plans? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",3137
3139,What was the total value of all retirement accounts ONE YEAR AGO TODAY?,3138
3140,"Could you tell me which range on CARD D best reflects the total value of all retirement accounts ONE YEAR AGO TODAY? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",3139
3141,"Did (you/you or any members of your household) have any retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans ONE YEAR AGO TODAY?",3140
3142,"Do (you/you or any members of your household) have a defined benefit retirement plan, such as a pension from an employer?",3141
3143,"Do (you/you or any members of your household) have any directly-held stocks, bonds, or mutual funds (Not in Retirement accounts/ )?",3142
3144,"As of TODAY -- What is the total value of all directly_x0002_held stocks, bonds, and mutual funds (Not in Retirement accounts/ ) that (you/your household) (own/owns)?",3143
3145,"Could you tell me which range on CARD E best reflects the total value of all directly-held stocks, bonds, and mutual funds (Not in Retirement accounts/ )? Include US savings bonds 1. $1-$4,999 2. $5,000-$19,999 3. $20,000-$74,999 4. $75,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",3144
3146,"What was the total value of all directly_x0002_held stocks, bonds, and mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY?",3145
3147,"Could you tell me which range on CARD E best reflects the total value of all directly-held stocks, bonds, and mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY? Include US savings bonds 1. $1-$4,999 2. $5,000-$19,999 3. $20,000-$74,999 4. $75,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",3146
3148,"Did (you/you or any members of your household) have any directly-held stocks, bonds, or mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY?",3147
3149,"Do (you/you or any members of your household) have any checking, savings, money market accounts, or certificates of deposit or CDs?",3148
3150,"As of TODAY -- What is the total value of all checking, savings, money market accounts, and certificates of deposit or CDs (you/your household) (have/has)?",3149
3151,"Could you tell me which range on CARD F best reflects the total value of checking, savings, money market accounts, and certificates of deposit or CDs? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",3150
3152,"What was the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY?",3151
3153,"Could you tell me which range on CARD F best reflects the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",3152
3154,"Did (you/you or any members of your household) have any checking, savings, money market accounts, or certificates of deposit or CDs ONE YEAR AGO TODAY?",3153
3155,(Do/Does) (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disabilit,3154
3156,"As of TODAY -- What is the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",3155
3157,"Could you tell me which range on CARD G best reflects the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",3156
3158,"What was the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",3157
3159,"Could you tell me which range on CARD G best reflects the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",3158
3160,Did (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured ONE YEAR AGO TODAY? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disability,3159
3161,"(Do/Does) (you/your household) have any other financial assets, such as annuities, trusts, and royalties? As of TODAY -- What is the total value of these other financial assets?",3160
3162,"Could you tell me which range on CARD D best reflects the total value of these other financial assets? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over What was the total value of these other financial assets ONE YEAR AGO TODAY?",3161
3163,"Could you tell me which range on CARD D best reflects the total value of these other financial assets ONE YEAR AGO TODAY? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",3162
3164,"Did (you/your household) have any other financial assets, such as annuities, trusts, and royalties ONE YEAR AGO TODAY?",3163
3165,(Do/Does) (you/your household) have any credit cards including store cards and gas cards? What is the total amount owed on all cards as of TODAY?,3164
3166,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over What was the total amount owed on all cards ONE YEAR AGO TODAY?",3165
3167,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",3166
3168,Did (you/your household) have any credit cards including store cards and gas cards ONE YEAR AGO TODAY?,3167
3169,"What was the total amount paid in finance, late charges, and interest for all cards in (last month)?",3168
3170,As of TODAY -- (Do/Does) (you/your household) have any student loans?,3169
3171,What is the total amount owed on all student loans?,3170
3172,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",3171
3173,What was the total amount owed on all student loans ONE YEAR AGO TODAY?,3172
3174,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans ONE YEAR AGO TODAY? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",3173
3175,Did (you/your household) have any student loans ONE YEAR AGO TODAY?,3174
3176,"What was the total amount paid in finance, late charges, and interest for all student loans in (last month)?",3175
3177,As of TODAY -- (Do/Does) (you/your household) have any other debt such as medical loans or personal loans?,3176
3178,"What is the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans",3177
3179,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",3178
3180,"What was the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",3179
3181,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and ove",3180
3182,"Did (you/your household) have any other debt such as medical loans or personal loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",3181
3183,"What was the total amount paid in finance, late charges, and interest for all other loans in (last month)? Do not include mortgages, home equity loans, or vehicle loans",3182
3184,How burdensome was this survey to you? Would you say: 1. Not at all burdensome? 2. A little burdensome? 3. Somewhat burdensome? 4. Very burdensome? 5. Extremely burdensome?,3183
3185,How difficult was it for you to answer the questions in this survey? 1. Not at all difficult 2. A little difficult 3. Somewhat difficult 4. Very difficult 5. Extremely difficult,3184
3186,How sensitive did you feel the questions I asked today were? 1. Not at all sensitive 2. A little sensitive 3. Somewhat sensitive 4. Very sensitive 5. Extremely sensitive,3185
3187,"In thinking about the length of today's survey, would you say that it was... 1. Very short? 2. Somewhat short? 3. Neither short nor long? 4. Somewhat long? 5. Very long?",3186
3188,Are there any Don't Know items that you need to callback for?,3187
3189,I'd like to schedule a DATE to complete the (missing items/interview). What DATE AND TIME would be best to visit you again?,3188
3190,Today is (current date). I would like to return during the first week of (month) to conduct your next interview. What day and time works best with your schedule?,3189
3191,"In case I need to contact you about this appointment, is there (a / a secondary) phone number and/or e-mail where I can reach you?",3190
3192,"Is this a home, work, or cell number? 1. Home 2. Work 3. Cell",3191
3193,"How did you collect the data for this (first/second/third/fourth) interview for this household? 1. Personal visit for all sections 2. Personal visit for all sections, but telephone followup for some questions 3. Personal visit for more than half of the sections, the rest by telephone 4. Equally split between personal visit and telephone 5. Telephone for more than half of the sections, the rest by personal visit 6. Telephone for all sections",3192
3194,Were you able to conduct the interview in a single (visit/call)?,3193
3195,"What was the main reason for collecting data by telephone? 1. Barriers to reaching the sample unit (i.e., doorman, security, dog). 2. Collecting data from additional respondent(s) in household 3. Excessive distance or travel time to sample unit. 4. Respondent called FR to do interview. 5. Respondent only available by telephone (scheduling issues). 6. Respondent refused personal visit. 7. Respondent requested telephone interview. 8. Other (Specify).",3194
3196,How did you collect MOST of the data for this case? (Include follow-ups),3195
3197,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Traveling to and from the sample unit? Exclude travel from another sample unit.,3196
3198,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Interviewing the respondent?,3197
3199,"What was the TOTAL time (in minutes) you spent this month to complete this interview for: All other activities, such as non_x0002_interview contact attempts, finding phone numbers, or closing the case?",3198
3200,Was this a converted refusal?,3199
3201,Enter the line number of the MAIN respondent.,3200
3202,Enter the line number of ALL OTHER respondents.,3201
3203,"In this interview, how often did the respondent consult records? 1. Always or almost always 2. Most of the time 3. Occasionally or used at least one record 4. Never, no records used",3202
